method,output,ssim,lpips,e_ssim,l_c,l_s
adain,6089__chinese_landscape__144829.jpg,0.2457,0.6607,0.2634,2.4094,1.1043
adain,6089__chinese_landscape__148342.jpg,0.2455,0.6355,0.2045,2.4624,0.9879
adain,6089__mural__img_1082crop_1_0.jpg,0.2209,0.6481,0.1594,2.4277,3.2151
adain,6089__mural__img_1224crop_0_0.jpg,0.134,0.6987,0.0868,2.6924,5.1545
adain,6089__mural__img_1224crop_1_1.jpg,0.1157,0.6988,0.0752,2.7193,6.3283
adain,6089__mural__img_16crop_0_0.jpg,0.2117,0.7114,0.1384,2.9526,1.782
adain,6089__mural__img_276crop_1_0.jpg,0.1067,0.7359,0.0598,2.9553,1.7396
adain,6089__mural__img_326crop_1_1.jpg,0.2079,0.7291,0.1324,2.7736,1.0793
adain,6089__mural__img_327crop_0_1.jpg,0.2375,0.6705,0.183,2.5598,1.8318
adain,6089__mural__img_536crop_1_0.jpg,0.2644,0.6551,0.198,2.4692,1.753
adain,6089__mural__img_593crop_0_0.jpg,0.2163,0.6285,0.1405,2.5976,1.2869
adain,6089__mural__img_739crop_1_1.jpg,0.3437,0.6036,0.2798,2.3873,1.8636
adain,6089__western_painting__met_359775.jpg,0.2643,0.6421,0.2457,2.404,1.5062
adain,6089__western_painting__met_383787.jpg,0.259,0.6309,0.4245,2.4186,1.0248
adain,6089__western_painting__met_406721.jpg,0.2179,0.6912,0.1774,2.3712,0.9898
adain,6089__western_painting__met_437769.jpg,0.4081,0.6032,0.4092,2.2935,1.4608
adain,6089__western_painting__met_437967.jpg,0.3923,0.5864,0.3297,2.3317,1.4965
adain,6089__western_painting__met_439405.jpg,0.4092,0.5724,0.436,2.3673,1.8133
adain,6089__western_painting__met_649693.jpg,0.2149,0.6134,0.2878,2.4116,1.7925
adain,6089__western_painting__met_739494.jpg,0.2404,0.6019,0.2842,2.3854,1.7499
adain,6089__western_painting__met_787672.jpg,0.213,0.5975,0.2071,2.2915,1.7531
adain,6089__western_painting__met_788182.jpg,0.2308,0.599,0.2669,2.3713,1.2141
adain,6184__chinese_landscape__130942.jpg,0.3686,0.5816,0.3969,2.7447,0.6843
adain,6184__chinese_landscape__132834.jpg,0.3269,0.6224,0.4149,2.7147,1.1301
adain,6184__chinese_landscape__132836.jpg,0.3318,0.6303,0.4171,2.7668,1.2392
adain,6184__chinese_landscape__132840.jpg,0.3622,0.6085,0.5114,2.7966,1.1678
adain,6184__chinese_landscape__132930.jpg,0.3813,0.6217,0.4999,2.7759,0.619
adain,6184__chinese_landscape__137205.jpg,0.274,0.6407,0.2745,2.7606,1.6809
adain,6184__chinese_landscape__142574.jpg,0.3827,0.6355,0.4772,2.7812,0.7421
adain,6184__chinese_landscape__142578.jpg,0.33,0.6124,0.3288,2.6577,1.038
adain,6184__chinese_landscape__144829.jpg,0.3377,0.6276,0.3857,2.6784,1.0375
adain,6184__chinese_landscape__148342.jpg,0.3334,0.5734,0.3099,2.4843,0.6991
adain,6184__mural__img_1082crop_1_0.jpg,0.1993,0.6761,0.1534,2.8319,3.8523
adain,6184__mural__img_1224crop_0_0.jpg,0.1276,0.6928,0.0813,2.9001,5.977
adain,6184__mural__img_1224crop_1_1.jpg,0.1005,0.701,0.0614,2.9509,7.11
adain,6184__mural__img_16crop_0_0.jpg,0.2598,0.6603,0.2321,3.02,1.7425
adain,6184__mural__img_276crop_1_0.jpg,0.1243,0.7775,0.0852,3.01,1.9538
adain,6184__mural__img_326crop_1_1.jpg,0.2626,0.6662,0.2203,2.8629,1.0127
adain,6184__mural__img_327crop_0_1.jpg,0.2679,0.6409,0.245,2.7528,2.3035
adain,6184__mural__img_536crop_1_0.jpg,0.2586,0.6506,0.2178,2.806,2.0776
adain,6184__mural__img_593crop_0_0.jpg,0.2312,0.6103,0.1862,2.745,1.2694
adain,6184__mural__img_739crop_1_1.jpg,0.3007,0.5983,0.3074,2.658,1.7719
adain,6184__western_painting__met_359775.jpg,0.3555,0.5551,0.3622,2.5302,1.2507
adain,6184__western_painting__met_383787.jpg,0.355,0.5929,0.5111,2.7722,1.0564
adain,6184__western_painting__met_406721.jpg,0.2655,0.6926,0.2604,2.7989,1.0758
adain,6184__western_painting__met_437769.jpg,0.467,0.4911,0.5134,2.3261,1.2694
adain,6184__western_painting__met_437967.jpg,0.4884,0.5276,0.4418,2.3895,1.5608
adain,6184__western_painting__met_439405.jpg,0.5011,0.537,0.5207,2.3206,1.562
adain,6184__western_painting__met_649693.jpg,0.2858,0.6125,0.3126,2.726,1.6436
adain,6184__western_painting__met_739494.jpg,0.3231,0.5616,0.3433,2.722,1.7573
adain,6184__western_painting__met_787672.jpg,0.2505,0.6011,0.2496,2.6642,1.8011
adain,6184__western_painting__met_788182.jpg,0.3052,0.5731,0.3498,2.667,1.1685
adain,6372__chinese_landscape__130942.jpg,0.5231,0.5623,0.4043,2.4253,0.7363
adain,6372__chinese_landscape__132834.jpg,0.5233,0.5472,0.4303,2.4764,1.2554
adain,6372__chinese_landscape__132836.jpg,0.5143,0.5543,0.4157,2.4587,1.2805
adain,6372__chinese_landscape__132840.jpg,0.6136,0.54,0.5708,2.3884,1.233
adain,6372__chinese_landscape__132930.jpg,0.6349,0.5071,0.5862,2.397,0.6942
adain,6372__chinese_landscape__137205.jpg,0.3686,0.6498,0.2447,2.6122,1.8208
adain,6372__chinese_landscape__142574.jpg,0.6208,0.5197,0.5355,2.3863,0.8145
adain,6372__chinese_landscape__142578.jpg,0.4829,0.564,0.3159,2.4619,1.1024
adain,6372__chinese_landscape__144829.jpg,0.5119,0.5706,0.3684,2.4588,1.1461
adain,6372__chinese_landscape__148342.jpg,0.4548,0.5662,0.2685,2.4351,0.8189
adain,6372__mural__img_1082crop_1_0.jpg,0.1945,0.6918,0.1178,2.8335,3.2751
adain,6372__mural__img_1224crop_0_0.jpg,0.0975,0.7603,0.0638,2.9696,5.0867
adain,6372__mural__img_1224crop_1_1.jpg,0.0939,0.7653,0.0532,2.9424,6.2979
adain,6372__mural__img_16crop_0_0.jpg,0.2615,0.7375,0.1289,3.1516,2.0461
adain,6372__mural__img_276crop_1_0.jpg,0.1352,0.7038,0.0588,2.7578,1.7174
adain,6372__mural__img_326crop_1_1.jpg,0.2869,0.7182,0.1458,2.9145,1.1413
adain,6372__mural__img_327crop_0_1.jpg,0.2883,0.683,0.2036,2.7835,2.0207
adain,6372__mural__img_536crop_1_0.jpg,0.2795,0.7036,0.1854,2.7299,1.8485
adain,6372__mural__img_593crop_0_0.jpg,0.2338,0.7137,0.1432,2.8477,1.3382
adain,6372__mural__img_739crop_1_1.jpg,0.2185,0.6719,0.2741,2.7033,1.7777
adain,6372__western_painting__met_359775.jpg,0.4424,0.6451,0.3333,2.5238,1.4367
adain,6372__western_painting__met_383787.jpg,0.5882,0.5941,0.5486,2.5122,1.0853
adain,6372__western_painting__met_406721.jpg,0.3482,0.6338,0.2211,2.5186,1.0945
adain,6372__western_painting__met_437769.jpg,0.3122,0.6477,0.5603,2.4684,1.3379
adain,6372__western_painting__met_437967.jpg,0.3977,0.5684,0.3853,2.4308,1.5162
adain,6372__western_painting__met_439405.jpg,0.4827,0.5203,0.5433,2.3721,1.6841
adain,6372__western_painting__met_649693.jpg,0.3887,0.5969,0.3245,2.5663,1.8961
adain,6372__western_painting__met_739494.jpg,0.4596,0.6018,0.3755,2.7018,2.046
adain,6372__western_painting__met_787672.jpg,0.3148,0.6359,0.2065,2.5677,1.8646
adain,6372__western_painting__met_788182.jpg,0.4659,0.57,0.3464,2.4064,1.2468
adain,6373__chinese_landscape__130942.jpg,0.4924,0.6463,0.3175,2.4061,0.7137
adain,6373__chinese_landscape__132834.jpg,0.5225,0.5831,0.3626,2.3497,1.055
adain,6373__chinese_landscape__132836.jpg,0.5045,0.6053,0.342,2.4079,1.16
adain,6373__chinese_landscape__132840.jpg,0.6299,0.5864,0.526,2.2125,1.107
adain,6373__chinese_landscape__132930.jpg,0.6269,0.6039,0.4691,2.3907,0.6281
adain,6373__chinese_landscape__137205.jpg,0.3354,0.6855,0.1654,2.5499,1.5525
adain,6373__chinese_landscape__142574.jpg,0.6023,0.6079,0.4257,2.4097,0.7813
adain,6373__chinese_landscape__142578.jpg,0.4478,0.6396,0.2406,2.4844,1.0584
adain,6373__chinese_landscape__144829.jpg,0.4853,0.6224,0.2779,2.3637,1.0639
adain,6373__chinese_landscape__148342.jpg,0.3779,0.644,0.1681,2.4267,0.8097
adain,6373__mural__img_1082crop_1_0.jpg,0.1567,0.7153,0.0746,2.7764,3.391
adain,6373__mural__img_1224crop_0_0.jpg,0.0776,0.797,0.0447,2.9395,5.5454
adain,6373__mural__img_1224crop_1_1.jpg,0.081,0.7939,0.0393,2.951,6.6619
adain,6373__mural__img_16crop_0_0.jpg,0.2259,0.7464,0.0868,2.9966,1.8182
adain,6373__mural__img_276crop_1_0.jpg,0.1121,0.6856,0.0437,2.9766,1.7983
adain,6373__mural__img_326crop_1_1.jpg,0.2505,0.7411,0.0913,2.8301,1.0846
adain,6373__mural__img_327crop_0_1.jpg,0.2579,0.7204,0.1356,2.738,2.2247
adain,6373__mural__img_536crop_1_0.jpg,0.2379,0.7489,0.1145,2.7804,2.0733
adain,6373__mural__img_593crop_0_0.jpg,0.1865,0.7755,0.0749,2.7533,1.3369
adain,6373__mural__img_739crop_1_1.jpg,0.1613,0.7456,0.1625,2.8088,1.7498
adain,6373__western_painting__met_359775.jpg,0.4123,0.6858,0.2596,2.372,1.3341
adain,6373__western_painting__met_383787.jpg,0.6041,0.618,0.4689,2.2146,1.0287
adain,6373__western_painting__met_406721.jpg,0.3424,0.6414,0.1538,2.4224,1.0251
adain,6373__western_painting__met_437769.jpg,0.2341,0.7456,0.3912,2.5321,1.4933
adain,6373__western_painting__met_437967.jpg,0.2955,0.6857,0.2185,2.5856,1.4465
adain,6373__western_painting__met_439405.jpg,0.3727,0.6057,0.3533,2.4012,1.5903
adain,6373__western_painting__met_649693.jpg,0.389,0.5912,0.2878,2.3359,1.82
adain,6373__western_painting__met_739494.jpg,0.4546,0.6501,0.3049,2.4523,1.8293
adain,6373__western_painting__met_787672.jpg,0.299,0.6685,0.1598,2.3969,1.8337
adain,6373__western_painting__met_788182.jpg,0.458,0.6189,0.2421,2.1906,1.2143
adain,6423__chinese_landscape__130942.jpg,0.4977,0.6387,0.254,2.79,0.6985
adain,6423__chinese_landscape__132834.jpg,0.5279,0.641,0.2633,2.7143,1.1611
adain,6423__chinese_landscape__132836.jpg,0.5304,0.6377,0.2618,2.7259,1.2384
adain,6423__chinese_landscape__132840.jpg,0.6441,0.5892,0.4485,2.5769,1.1789
adain,6423__chinese_landscape__132930.jpg,0.6308,0.618,0.3832,2.7453,0.6303
adain,6423__chinese_landscape__137205.jpg,0.3316,0.6844,0.121,2.826,1.6399
adain,6423__chinese_landscape__142574.jpg,0.6008,0.654,0.3225,2.7749,0.7991
adain,6423__chinese_landscape__142578.jpg,0.4363,0.6559,0.1569,2.8101,1.1277
adain,6423__chinese_landscape__144829.jpg,0.5023,0.6638,0.2022,2.7381,1.0987
adain,6423__chinese_landscape__148342.jpg,0.3823,0.6514,0.1264,2.8203,0.9251
adain,6423__mural__img_1082crop_1_0.jpg,0.1859,0.7085,0.074,2.8549,3.8034
adain,6423__mural__img_1224crop_0_0.jpg,0.105,0.741,0.0463,3.0976,6.0135
adain,6423__mural__img_1224crop_1_1.jpg,0.1161,0.7366,0.0478,3.0879,7.2861
adain,6423__mural__img_16crop_0_0.jpg,0.2359,0.7443,0.0935,3.2229,2.1188
adain,6423__mural__img_276crop_1_0.jpg,0.1744,0.8074,0.0714,3.3714,2.0384
adain,6423__mural__img_326crop_1_1.jpg,0.27,0.7545,0.0906,3.159,1.4139
adain,6423__mural__img_327crop_0_1.jpg,0.2732,0.7177,0.1155,2.9812,2.3777
adain,6423__mural__img_536crop_1_0.jpg,0.2717,0.7316,0.1141,3.0672,2.2827
adain,6423__mural__img_593crop_0_0.jpg,0.2008,0.7035,0.0822,3.0585,1.5838
adain,6423__mural__img_739crop_1_1.jpg,0.1821,0.7017,0.1466,3.0791,1.9101
adain,6423__western_painting__met_359775.jpg,0.393,0.6563,0.1711,2.6084,1.5302
adain,6423__western_painting__met_383787.jpg,0.6249,0.5876,0.3973,2.4062,0.9557
adain,6423__western_painting__met_406721.jpg,0.354,0.7075,0.1306,2.8005,1.0713
adain,6423__western_painting__met_437769.jpg,0.2221,0.6414,0.3626,2.8301,1.3784
adain,6423__western_painting__met_437967.jpg,0.2867,0.6712,0.2,2.9045,1.4375
adain,6423__western_painting__met_439405.jpg,0.3522,0.6734,0.3518,2.9912,1.806
adain,6423__western_painting__met_649693.jpg,0.4577,0.6013,0.2457,2.4344,1.5285
adain,6423__western_painting__met_739494.jpg,0.4662,0.6,0.232,2.5636,1.6904
adain,6423__western_painting__met_787672.jpg,0.3284,0.6205,0.1325,2.5384,1.9891
adain,6423__western_painting__met_788182.jpg,0.4843,0.5998,0.2014,2.5042,1.2493
adain,6424__chinese_landscape__130942.jpg,0.4324,0.7291,0.2762,2.6908,0.7371
adain,6424__chinese_landscape__132834.jpg,0.4686,0.7509,0.3308,2.608,1.1427
adain,6424__chinese_landscape__132836.jpg,0.4509,0.7509,0.3119,2.6514,1.2168
adain,6424__chinese_landscape__132840.jpg,0.5418,0.7377,0.4955,2.5609,1.1504
adain,6424__chinese_landscape__132930.jpg,0.5445,0.7576,0.4298,2.7082,0.6087
adain,6424__chinese_landscape__137205.jpg,0.3107,0.806,0.1733,2.7735,1.7102
adain,6424__chinese_landscape__142574.jpg,0.5326,0.781,0.3869,2.6776,0.7406
adain,6424__chinese_landscape__142578.jpg,0.3939,0.7563,0.2033,2.6415,1.0197
adain,6424__chinese_landscape__144829.jpg,0.4385,0.7786,0.2521,2.6343,1.0588
adain,6424__chinese_landscape__148342.jpg,0.3631,0.7509,0.1609,2.6432,0.8594
adain,6424__mural__img_1082crop_1_0.jpg,0.2237,0.7721,0.1162,2.6365,2.923
adain,6424__mural__img_1224crop_0_0.jpg,0.1243,0.803,0.0674,2.8907,5.1245
adain,6424__mural__img_1224crop_1_1.jpg,0.1189,0.8057,0.0589,2.8945,6.1595
adain,6424__mural__img_16crop_0_0.jpg,0.2822,0.8152,0.1097,3.1024,1.7812
adain,6424__mural__img_276crop_1_0.jpg,0.1352,0.8771,0.0535,3.0563,1.8666
adain,6424__mural__img_326crop_1_1.jpg,0.2731,0.8526,0.1022,3.0402,1.0742
adain,6424__mural__img_327crop_0_1.jpg,0.3043,0.7595,0.1454,2.7074,1.9982
adain,6424__mural__img_536crop_1_0.jpg,0.3119,0.7389,0.1657,2.6741,1.7502
adain,6424__mural__img_593crop_0_0.jpg,0.2516,0.7093,0.119,2.8225,1.2436
adain,6424__mural__img_739crop_1_1.jpg,0.2477,0.7025,0.2258,2.6821,1.691
adain,6424__western_painting__met_359775.jpg,0.3636,0.7443,0.2055,2.5595,1.468
adain,6424__western_painting__met_383787.jpg,0.5243,0.7092,0.4595,2.4129,1.0966
adain,6424__western_painting__met_406721.jpg,0.3103,0.7898,0.1405,2.5829,1.0183
adain,6424__western_painting__met_437769.jpg,0.3264,0.6466,0.429,2.5099,1.3189
adain,6424__western_painting__met_437967.jpg,0.4062,0.7105,0.314,2.6236,1.4672
adain,6424__western_painting__met_439405.jpg,0.4478,0.6977,0.4381,2.6459,1.6228
adain,6424__western_painting__met_649693.jpg,0.3652,0.7305,0.2957,2.5712,1.8448
adain,6424__western_painting__met_739494.jpg,0.3819,0.6906,0.2192,2.5082,1.8556
adain,6424__western_painting__met_787672.jpg,0.295,0.6931,0.1602,2.4719,1.7602
adain,6424__western_painting__met_788182.jpg,0.4163,0.6923,0.2307,2.4393,1.2226
adain,6449__chinese_landscape__130942.jpg,0.2719,0.6019,0.3234,2.5976,0.6972
adain,6449__chinese_landscape__132834.jpg,0.2412,0.6421,0.349,2.58,1.0247
adain,6449__chinese_landscape__132836.jpg,0.24,0.646,0.3434,2.6668,1.1035
adain,6449__chinese_landscape__132840.jpg,0.256,0.6458,0.4438,2.6931,1.093
adain,6449__chinese_landscape__132930.jpg,0.2681,0.6485,0.4234,2.7458,0.609
adain,6449__chinese_landscape__137205.jpg,0.2046,0.69,0.2218,2.7163,1.6307
adain,6449__chinese_landscape__142574.jpg,0.2699,0.6682,0.3913,2.7217,0.762
adain,6449__chinese_landscape__142578.jpg,0.2529,0.6349,0.2635,2.6235,1.0071
adain,6449__chinese_landscape__144829.jpg,0.25,0.6551,0.3039,2.6397,0.9947
adain,6449__chinese_landscape__148342.jpg,0.241,0.6368,0.2297,2.6747,0.8424
adain,6449__mural__img_1082crop_1_0.jpg,0.2151,0.6717,0.1566,2.551,3.0283
adain,6449__mural__img_1224crop_0_0.jpg,0.1438,0.7174,0.0888,2.7787,4.8919
adain,6449__mural__img_1224crop_1_1.jpg,0.1127,0.7234,0.0713,2.8075,5.8917
adain,6449__mural__img_16crop_0_0.jpg,0.2365,0.748,0.1589,3.1078,1.9746
adain,6449__mural__img_276crop_1_0.jpg,0.0959,0.8219,0.0657,3.1437,1.7073
adain,6449__mural__img_326crop_1_1.jpg,0.2081,0.7394,0.1695,2.8826,1.1074
adain,6449__mural__img_327crop_0_1.jpg,0.2258,0.6707,0.1975,2.6085,1.7605
adain,6449__mural__img_536crop_1_0.jpg,0.2373,0.6723,0.1879,2.5771,1.5468
adain,6449__mural__img_593crop_0_0.jpg,0.2322,0.6283,0.1603,2.6491,1.1926
adain,6449__mural__img_739crop_1_1.jpg,0.3693,0.5941,0.2891,2.5338,1.542
adain,6449__western_painting__met_359775.jpg,0.233,0.643,0.2619,2.58,1.5013
adain,6449__western_painting__met_383787.jpg,0.2416,0.6473,0.4251,2.6739,1.0504
adain,6449__western_painting__met_406721.jpg,0.1907,0.7313,0.2071,2.6805,1.009
adain,6449__western_painting__met_437769.jpg,0.5052,0.5186,0.5063,2.2884,1.4124
adain,6449__western_painting__met_437967.jpg,0.4447,0.5546,0.3834,2.401,1.4293
adain,6449__western_painting__met_439405.jpg,0.4409,0.5459,0.4405,2.4799,1.6628
adain,6449__western_painting__met_649693.jpg,0.1965,0.6471,0.2786,2.6501,1.8394
adain,6449__western_painting__met_739494.jpg,0.2147,0.6243,0.2717,2.6921,1.9095
adain,6449__western_painting__met_787672.jpg,0.1893,0.6179,0.2172,2.5314,1.6154
adain,6449__western_painting__met_788182.jpg,0.2162,0.6246,0.2779,2.6203,1.2443
adain,6586__chinese_landscape__130942.jpg,0.4923,0.6766,0.236,2.5737,0.6682
adain,6586__chinese_landscape__132834.jpg,0.5413,0.6307,0.2823,2.4672,1.0819
adain,6586__chinese_landscape__132836.jpg,0.5154,0.6513,0.2635,2.5712,1.1433
adain,6586__chinese_landscape__132840.jpg,0.658,0.589,0.4498,2.4067,1.0913
adain,6586__chinese_landscape__132930.jpg,0.6507,0.6291,0.3688,2.5164,0.6121
adain,6586__chinese_landscape__137205.jpg,0.3406,0.6974,0.1368,2.6242,1.5719
adain,6586__chinese_landscape__142574.jpg,0.6228,0.6369,0.3367,2.5372,0.7699
adain,6586__chinese_landscape__142578.jpg,0.4391,0.6842,0.1588,2.6342,1.0419
adain,6586__chinese_landscape__144829.jpg,0.4866,0.6637,0.1893,2.5836,1.0369
adain,6586__chinese_landscape__148342.jpg,0.3855,0.6973,0.1181,2.6552,0.8327
adain,6586__mural__img_1082crop_1_0.jpg,0.1895,0.69,0.0743,2.7011,3.3136
adain,6586__mural__img_1224crop_0_0.jpg,0.0907,0.7641,0.0328,2.9138,5.44
adain,6586__mural__img_1224crop_1_1.jpg,0.0928,0.7665,0.0342,2.8644,6.5343
adain,6586__mural__img_16crop_0_0.jpg,0.2683,0.6833,0.0723,2.977,1.7231
adain,6586__mural__img_276crop_1_0.jpg,0.1337,0.7654,0.0408,2.8724,1.7713
adain,6586__mural__img_326crop_1_1.jpg,0.2804,0.701,0.0788,2.847,1.0768
adain,6586__mural__img_327crop_0_1.jpg,0.2764,0.6663,0.1066,2.6033,1.9278
adain,6586__mural__img_536crop_1_0.jpg,0.2652,0.6539,0.0935,2.6422,1.8604
adain,6586__mural__img_593crop_0_0.jpg,0.2114,0.7288,0.0747,2.7867,1.2853
adain,6586__mural__img_739crop_1_1.jpg,0.1851,0.6948,0.1411,2.742,1.6229
adain,6586__western_painting__met_359775.jpg,0.3981,0.683,0.1794,2.5607,1.4388
adain,6586__western_painting__met_383787.jpg,0.6406,0.5883,0.4218,2.3791,0.9622
adain,6586__western_painting__met_406721.jpg,0.3687,0.6433,0.1093,2.481,0.97
adain,6586__western_painting__met_437769.jpg,0.2587,0.7079,0.362,2.5676,1.2675
adain,6586__western_painting__met_437967.jpg,0.3319,0.7203,0.1854,2.6507,1.3422
adain,6586__western_painting__met_439405.jpg,0.4155,0.6347,0.3856,2.4932,1.5897
adain,6586__western_painting__met_649693.jpg,0.4081,0.6408,0.2311,2.5436,1.671
adain,6586__western_painting__met_739494.jpg,0.4581,0.6771,0.2322,2.5979,1.8389
adain,6586__western_painting__met_787672.jpg,0.3077,0.6842,0.1314,2.4659,1.6883
adain,6586__western_painting__met_788182.jpg,0.4742,0.6653,0.1919,2.391,1.2316
adain,6595__chinese_landscape__130942.jpg,0.3959,0.5915,0.2741,2.641,0.7266
adain,6595__chinese_landscape__132834.jpg,0.4725,0.5521,0.3813,2.4831,1.0095
adain,6595__chinese_landscape__132836.jpg,0.4723,0.5574,0.3783,2.5204,1.0628
adain,6595__chinese_landscape__132840.jpg,0.5163,0.5679,0.4615,2.5453,1.0671
adain,6595__chinese_landscape__132930.jpg,0.517,0.5973,0.4235,2.7205,0.6323
adain,6595__chinese_landscape__137205.jpg,0.3815,0.6404,0.2495,2.729,1.56
adain,6595__chinese_landscape__142574.jpg,0.5046,0.6219,0.4071,2.6925,0.7744
adain,6595__chinese_landscape__142578.jpg,0.4186,0.6,0.2731,2.651,1.042
adain,6595__chinese_landscape__144829.jpg,0.4191,0.5967,0.2915,2.5096,1.0458
adain,6595__chinese_landscape__148342.jpg,0.3842,0.6106,0.2288,2.7077,0.808
adain,6595__mural__img_1082crop_1_0.jpg,0.1821,0.6478,0.1132,2.6227,3.2768
adain,6595__mural__img_1224crop_0_0.jpg,0.1006,0.7234,0.063,2.9245,5.0944
adain,6595__mural__img_1224crop_1_1.jpg,0.1045,0.7065,0.0588,2.8555,6.0516
adain,6595__mural__img_16crop_0_0.jpg,0.2146,0.7244,0.1127,3.1344,1.8359
adain,6595__mural__img_276crop_1_0.jpg,0.118,0.7481,0.0629,3.1632,1.7584
adain,6595__mural__img_326crop_1_1.jpg,0.2484,0.7217,0.1291,2.9484,1.0095
adain,6595__mural__img_327crop_0_1.jpg,0.2737,0.6644,0.1603,2.6948,1.9313
adain,6595__mural__img_536crop_1_0.jpg,0.24,0.6773,0.1387,2.7582,1.6021
adain,6595__mural__img_593crop_0_0.jpg,0.1902,0.6656,0.1058,2.7836,1.1222
adain,6595__mural__img_739crop_1_1.jpg,0.156,0.6735,0.1528,2.9347,1.4502
adain,6595__western_painting__met_359775.jpg,0.3961,0.6176,0.2854,2.5471,1.6057
adain,6595__western_painting__met_383787.jpg,0.4966,0.5825,0.4381,2.6081,1.0684
adain,6595__western_painting__met_406721.jpg,0.317,0.6576,0.1856,2.6826,1.0468
adain,6595__western_painting__met_437769.jpg,0.1713,0.6821,0.2746,2.8836,1.4482
adain,6595__western_painting__met_437967.jpg,0.2451,0.6515,0.2107,2.7885,1.3715
adain,6595__western_painting__met_439405.jpg,0.2772,0.6265,0.275,2.8122,1.6136
adain,6595__western_painting__met_649693.jpg,0.3622,0.5652,0.2917,2.5035,1.7961
adain,6595__western_painting__met_739494.jpg,0.3883,0.5816,0.287,2.6526,1.902
adain,6595__western_painting__met_787672.jpg,0.3571,0.5488,0.2307,2.3937,1.6284
adain,6595__western_painting__met_788182.jpg,0.417,0.5759,0.2914,2.5381,1.2448
adain,661__chinese_landscape__130942.jpg,0.3963,0.5558,0.3156,2.4745,0.7049
adain,661__chinese_landscape__132834.jpg,0.3933,0.5639,0.3398,2.3783,1.1122
adain,661__chinese_landscape__132836.jpg,0.4026,0.5696,0.3441,2.4884,1.1289
adain,661__chinese_landscape__132840.jpg,0.4053,0.5588,0.3705,2.566,1.0719
adain,661__chinese_landscape__132930.jpg,0.4173,0.5875,0.3461,2.6175,0.6185
adain,661__chinese_landscape__137205.jpg,0.3376,0.6015,0.2487,2.5378,1.6463
adain,661__chinese_landscape__142574.jpg,0.4232,0.6068,0.3373,2.6176,0.7547
adain,661__chinese_landscape__142578.jpg,0.4009,0.5797,0.2833,2.4886,1.031
adain,661__chinese_landscape__144829.jpg,0.3767,0.598,0.2839,2.5022,0.9968
adain,661__chinese_landscape__148342.jpg,0.3674,0.5714,0.244,2.4633,0.8966
adain,661__mural__img_1082crop_1_0.jpg,0.2465,0.6218,0.159,2.4443,2.8451
adain,661__mural__img_1224crop_0_0.jpg,0.1442,0.6653,0.0931,2.7085,4.9173
adain,661__mural__img_1224crop_1_1.jpg,0.1456,0.6639,0.0905,2.6864,5.846
adain,661__mural__img_16crop_0_0.jpg,0.2207,0.6959,0.1414,3.1061,1.9453
adain,661__mural__img_276crop_1_0.jpg,0.1249,0.7806,0.085,3.0686,1.7862
adain,661__mural__img_326crop_1_1.jpg,0.2467,0.6771,0.1575,2.849,1.143
