method,output,ssim,lpips,e_ssim,l_c,l_s
stytr2,2743__chinese_landscape__132834.jpg,0.6242,0.4999,0.523,1.8137,1.7082
stytr2,2743__chinese_landscape__132836.jpg,0.611,0.5339,0.5061,2.0476,1.5422
stytr2,2743__chinese_landscape__132840.jpg,0.6151,0.5172,0.5271,1.9588,1.5002
stytr2,2743__chinese_landscape__132930.jpg,0.6561,0.4862,0.5599,1.6625,1.4717
stytr2,2743__chinese_landscape__137205.jpg,0.5523,0.6241,0.4242,2.2848,2.0622
stytr2,2743__chinese_landscape__142574.jpg,0.6582,0.5145,0.5338,1.7317,1.3205
stytr2,2743__chinese_landscape__142578.jpg,0.6172,0.5557,0.45,1.9363,1.3913
stytr2,2743__chinese_landscape__144829.jpg,0.6181,0.5506,0.4786,1.8512,1.4168
stytr2,2743__chinese_landscape__148342.jpg,0.6049,0.5647,0.4289,1.9906,1.1793
stytr2,2743__mural__img_1082crop_1_0.jpg,0.4404,0.5828,0.3442,2.2345,3.7622
stytr2,2743__mural__img_1224crop_0_0.jpg,0.2644,0.6875,0.2175,2.573,5.9088
stytr2,2743__mural__img_1224crop_1_1.jpg,0.2837,0.6902,0.1877,2.6117,7.4109
stytr2,2743__mural__img_16crop_0_0.jpg,0.4524,0.6137,0.2679,2.4439,2.2131
stytr2,2743__mural__img_276crop_1_0.jpg,0.3279,0.6773,0.1626,2.6992,2.2202
stytr2,2743__mural__img_326crop_1_1.jpg,0.4774,0.681,0.2845,2.5078,1.4867
stytr2,2743__mural__img_327crop_0_1.jpg,0.5059,0.6331,0.353,2.404,2.4619
stytr2,2743__mural__img_536crop_1_0.jpg,0.5026,0.6169,0.3683,2.2825,1.9804
stytr2,2743__mural__img_593crop_0_0.jpg,0.4717,0.6016,0.3054,2.3212,1.775
stytr2,2743__mural__img_739crop_1_1.jpg,0.3096,0.6555,0.312,2.4851,2.2392
stytr2,2743__western_painting__met_359775.jpg,0.6075,0.5944,0.5161,2.1492,1.5612
stytr2,2743__western_painting__met_383787.jpg,0.6289,0.5564,0.5536,2.0724,1.1391
stytr2,2743__western_painting__met_406721.jpg,0.5235,0.6022,0.3434,2.0792,1.1396
stytr2,2743__western_painting__met_437769.jpg,0.3177,0.6217,0.4665,2.3917,1.6439
stytr2,2743__western_painting__met_437967.jpg,0.5205,0.5668,0.446,2.1383,1.8466
stytr2,2743__western_painting__met_439405.jpg,0.5068,0.5294,0.4785,2.3756,1.8726
stytr2,2743__western_painting__met_649693.jpg,0.4923,0.5899,0.4299,2.3764,2.5112
stytr2,2743__western_painting__met_739494.jpg,0.6326,0.5305,0.5553,2.1018,1.7114
stytr2,2743__western_painting__met_787672.jpg,0.5121,0.5636,0.4131,2.2324,1.9254
stytr2,2743__western_painting__met_788182.jpg,0.5765,0.5505,0.4846,2.053,1.5222
stytr2,2919__chinese_landscape__130942.jpg,0.6502,0.5275,0.6664,1.8198,1.1197
stytr2,2919__chinese_landscape__132834.jpg,0.61,0.5458,0.5845,1.9805,1.4968
stytr2,2919__chinese_landscape__132836.jpg,0.5966,0.5655,0.5594,2.109,1.4487
stytr2,2919__chinese_landscape__132840.jpg,0.5938,0.5526,0.5708,2.0652,1.427
stytr2,2919__chinese_landscape__132930.jpg,0.6191,0.5477,0.6073,1.8233,1.1849
stytr2,2919__chinese_landscape__137205.jpg,0.543,0.6539,0.4584,2.4072,2.0954
stytr2,2919__chinese_landscape__142574.jpg,0.615,0.5598,0.5868,1.8522,1.1822
stytr2,2919__chinese_landscape__142578.jpg,0.6113,0.5757,0.5405,2.0036,1.3529
stytr2,2919__chinese_landscape__144829.jpg,0.6117,0.5817,0.5699,1.9422,1.2555
stytr2,2919__chinese_landscape__148342.jpg,0.5919,0.5804,0.5087,2.1206,1.148
stytr2,2919__mural__img_1082crop_1_0.jpg,0.4313,0.6012,0.3556,2.2435,4.2274
stytr2,2919__mural__img_1224crop_0_0.jpg,0.2603,0.6874,0.2254,2.6094,6.7765
stytr2,2919__mural__img_1224crop_1_1.jpg,0.2723,0.689,0.1735,2.6538,8.061
stytr2,2919__mural__img_16crop_0_0.jpg,0.4603,0.6107,0.3401,2.4501,2.0955
stytr2,2919__mural__img_276crop_1_0.jpg,0.3778,0.623,0.2233,2.5226,2.2321
stytr2,2919__mural__img_326crop_1_1.jpg,0.4642,0.6791,0.3402,2.4821,1.3962
stytr2,2919__mural__img_327crop_0_1.jpg,0.4794,0.6411,0.375,2.3751,2.8491
stytr2,2919__mural__img_536crop_1_0.jpg,0.4861,0.6066,0.4168,2.206,2.3053
stytr2,2919__mural__img_593crop_0_0.jpg,0.4683,0.5745,0.355,2.2562,1.7616
stytr2,2919__mural__img_739crop_1_1.jpg,0.3642,0.5777,0.4006,2.3205,1.9466
stytr2,2919__western_painting__met_359775.jpg,0.5646,0.6017,0.5132,2.2482,1.6732
stytr2,2919__western_painting__met_383787.jpg,0.5949,0.5846,0.5677,2.2366,1.1512
stytr2,2919__western_painting__met_406721.jpg,0.5301,0.6264,0.4219,2.0678,1.2031
stytr2,2919__western_painting__met_437769.jpg,0.3369,0.6161,0.543,2.384,1.507
stytr2,2919__western_painting__met_437967.jpg,0.4829,0.5505,0.5272,2.0923,1.8601
stytr2,2919__western_painting__met_439405.jpg,0.5086,0.5227,0.5502,2.2983,1.6491
stytr2,2919__western_painting__met_649693.jpg,0.4551,0.5969,0.3551,2.5559,2.298
stytr2,2919__western_painting__met_739494.jpg,0.577,0.5548,0.514,2.1995,1.9604
stytr2,2919__western_painting__met_787672.jpg,0.5101,0.5561,0.4091,2.2754,1.9638
stytr2,2919__western_painting__met_788182.jpg,0.5538,0.5676,0.4772,2.2364,1.5801
stytr2,3028__chinese_landscape__130942.jpg,0.7978,0.4618,0.6762,1.5918,0.9784
stytr2,3028__chinese_landscape__132834.jpg,0.8112,0.4581,0.6794,1.6657,1.4166
stytr2,3028__chinese_landscape__132836.jpg,0.791,0.4735,0.65,1.7617,1.3748
stytr2,3028__chinese_landscape__132840.jpg,0.8358,0.4289,0.7586,1.6057,1.2767
stytr2,3028__chinese_landscape__132930.jpg,0.8507,0.4364,0.7845,1.4642,1.074
stytr2,3028__chinese_landscape__137205.jpg,0.6613,0.6028,0.4178,2.1238,1.8443
stytr2,3028__chinese_landscape__142574.jpg,0.8355,0.4503,0.76,1.5271,1.1518
stytr2,3028__chinese_landscape__142578.jpg,0.7332,0.5106,0.4966,1.8224,1.2444
stytr2,3028__chinese_landscape__144829.jpg,0.7801,0.5096,0.605,1.6946,1.2749
stytr2,3028__chinese_landscape__148342.jpg,0.7248,0.5215,0.478,1.8067,1.056
stytr2,3028__mural__img_1082crop_1_0.jpg,0.3395,0.6673,0.2191,2.3068,3.9838
stytr2,3028__mural__img_1224crop_0_0.jpg,0.1929,0.7211,0.1528,2.6249,6.6837
stytr2,3028__mural__img_1224crop_1_1.jpg,0.2259,0.7091,0.1193,2.528,7.6807
stytr2,3028__mural__img_16crop_0_0.jpg,0.4414,0.6944,0.2295,2.4458,1.7809
stytr2,3028__mural__img_276crop_1_0.jpg,0.3219,0.7039,0.1474,2.3784,2.151
stytr2,3028__mural__img_326crop_1_1.jpg,0.5138,0.6931,0.2607,2.1607,1.4297
stytr2,3028__mural__img_327crop_0_1.jpg,0.4977,0.6752,0.2865,2.2407,2.6984
stytr2,3028__mural__img_536crop_1_0.jpg,0.4523,0.6715,0.2786,2.1772,2.1253
stytr2,3028__mural__img_593crop_0_0.jpg,0.4049,0.6374,0.238,2.243,1.8478
stytr2,3028__mural__img_739crop_1_1.jpg,0.2529,0.6686,0.2662,2.4126,1.9988
stytr2,3028__western_painting__met_359775.jpg,0.6942,0.537,0.5557,2.0602,1.5785
stytr2,3028__western_painting__met_383787.jpg,0.8071,0.5017,0.7108,1.9477,1.2463
stytr2,3028__western_painting__met_406721.jpg,0.6048,0.6303,0.331,1.9663,1.1795
stytr2,3028__western_painting__met_437769.jpg,0.247,0.5861,0.5546,2.2319,1.5967
stytr2,3028__western_painting__met_437967.jpg,0.4971,0.5663,0.4483,2.0437,1.9276
stytr2,3028__western_painting__met_439405.jpg,0.5261,0.5684,0.5454,2.0802,1.8336
stytr2,3028__western_painting__met_649693.jpg,0.5412,0.5429,0.437,2.5077,2.262
stytr2,3028__western_painting__met_739494.jpg,0.6907,0.5215,0.521,2.2867,2.0552
stytr2,3028__western_painting__met_787672.jpg,0.5736,0.5739,0.3455,2.228,2.1054
stytr2,3028__western_painting__met_788182.jpg,0.7108,0.5091,0.5393,2.0635,1.5095
stytr2,3218__chinese_landscape__130942.jpg,0.7562,0.4802,0.6234,1.6333,0.8134
stytr2,3218__chinese_landscape__132834.jpg,0.7744,0.459,0.6213,1.6749,1.2425
stytr2,3218__chinese_landscape__132836.jpg,0.7506,0.4749,0.6018,1.7996,1.2064
stytr2,3218__chinese_landscape__132840.jpg,0.7966,0.4532,0.6965,1.6287,1.1457
stytr2,3218__chinese_landscape__132930.jpg,0.7904,0.4451,0.6637,1.5344,0.9233
stytr2,3218__chinese_landscape__137205.jpg,0.6424,0.5859,0.4481,2.1363,1.7786
stytr2,3218__chinese_landscape__142574.jpg,0.7602,0.4814,0.6159,1.6401,0.9383
stytr2,3218__chinese_landscape__142578.jpg,0.6919,0.5266,0.4853,1.7893,1.0893
stytr2,3218__chinese_landscape__144829.jpg,0.7204,0.5204,0.5395,1.7042,1.0566
stytr2,3218__chinese_landscape__148342.jpg,0.6828,0.5224,0.4715,1.8234,0.8866
stytr2,3218__mural__img_1082crop_1_0.jpg,0.3799,0.6342,0.2389,2.2597,4.3089
stytr2,3218__mural__img_1224crop_0_0.jpg,0.2355,0.7284,0.1665,2.6224,7.2171
stytr2,3218__mural__img_1224crop_1_1.jpg,0.2614,0.6931,0.1346,2.5367,8.7158
stytr2,3218__mural__img_16crop_0_0.jpg,0.4584,0.6343,0.2683,2.4802,1.836
stytr2,3218__mural__img_276crop_1_0.jpg,0.3364,0.6054,0.1602,2.4655,2.2022
stytr2,3218__mural__img_326crop_1_1.jpg,0.516,0.6493,0.2796,2.229,1.5141
stytr2,3218__mural__img_327crop_0_1.jpg,0.5227,0.625,0.2961,2.1865,3.1075
stytr2,3218__mural__img_536crop_1_0.jpg,0.4905,0.6384,0.2962,2.165,2.7095
stytr2,3218__mural__img_593crop_0_0.jpg,0.4404,0.6136,0.254,2.1631,1.8389
stytr2,3218__mural__img_739crop_1_1.jpg,0.3016,0.6536,0.3105,2.4198,2.1421
stytr2,3218__western_painting__met_359775.jpg,0.6537,0.5599,0.507,2.0132,1.42
stytr2,3218__western_painting__met_383787.jpg,0.7614,0.5154,0.6431,1.8946,0.9754
stytr2,3218__western_painting__met_406721.jpg,0.5919,0.6295,0.3549,2.0318,0.9899
stytr2,3218__western_painting__met_437769.jpg,0.2996,0.6266,0.5363,2.2487,1.4612
stytr2,3218__western_painting__met_437967.jpg,0.4815,0.5736,0.459,2.0503,1.7028
stytr2,3218__western_painting__met_439405.jpg,0.5217,0.4981,0.5443,2.1175,1.6761
stytr2,3218__western_painting__met_649693.jpg,0.5182,0.5338,0.3949,2.4391,2.2773
stytr2,3218__western_painting__met_739494.jpg,0.6841,0.5292,0.5122,2.1145,1.7529
stytr2,3218__western_painting__met_787672.jpg,0.5643,0.5411,0.3922,2.0707,1.9688
stytr2,3218__western_painting__met_788182.jpg,0.6743,0.5099,0.4864,1.9554,1.3745
stytr2,324__chinese_landscape__130942.jpg,0.2943,0.514,0.4632,1.8832,1.237
stytr2,324__chinese_landscape__132834.jpg,0.2438,0.5567,0.4337,2.0849,1.6212
stytr2,324__chinese_landscape__132836.jpg,0.2441,0.5737,0.4164,2.1828,1.5375
stytr2,324__chinese_landscape__132840.jpg,0.2347,0.5527,0.4978,2.0854,1.4717
stytr2,324__chinese_landscape__132930.jpg,0.2507,0.5181,0.5246,1.689,1.4669
stytr2,324__chinese_landscape__137205.jpg,0.2436,0.6228,0.3078,2.2917,2.0237
stytr2,324__chinese_landscape__142574.jpg,0.2535,0.5399,0.4579,1.7981,1.3458
stytr2,324__chinese_landscape__142578.jpg,0.2688,0.554,0.3494,1.9679,1.4842
stytr2,324__chinese_landscape__144829.jpg,0.26,0.5733,0.3553,1.995,1.3969
stytr2,324__chinese_landscape__148342.jpg,0.2789,0.5299,0.3531,1.9542,1.232
stytr2,324__mural__img_1082crop_1_0.jpg,0.287,0.6605,0.2648,2.4582,4.1607
stytr2,324__mural__img_1224crop_0_0.jpg,0.2419,0.6922,0.1867,2.6594,6.8584
stytr2,324__mural__img_1224crop_1_1.jpg,0.1994,0.6893,0.1731,2.7123,8.1286
stytr2,324__mural__img_16crop_0_0.jpg,0.2538,0.6782,0.2501,2.6035,2.1659
stytr2,324__mural__img_276crop_1_0.jpg,0.1858,0.708,0.1588,2.764,2.3417
stytr2,324__mural__img_326crop_1_1.jpg,0.2393,0.7418,0.2509,2.6609,1.5639
stytr2,324__mural__img_327crop_0_1.jpg,0.2632,0.6991,0.2992,2.5376,2.7475
stytr2,324__mural__img_536crop_1_0.jpg,0.2829,0.6725,0.3109,2.3765,2.4018
stytr2,324__mural__img_593crop_0_0.jpg,0.2694,0.6372,0.2564,2.4894,1.7735
stytr2,324__mural__img_739crop_1_1.jpg,0.4609,0.5286,0.4421,2.2636,2.3638
stytr2,324__western_painting__met_359775.jpg,0.2801,0.5596,0.3814,2.0961,1.6807
stytr2,324__western_painting__met_383787.jpg,0.231,0.5791,0.4365,2.2109,1.3325
stytr2,324__western_painting__met_406721.jpg,0.2324,0.6941,0.2946,2.4106,1.118
stytr2,324__western_painting__met_437769.jpg,0.4673,0.5074,0.6058,2.2104,1.6356
stytr2,324__western_painting__met_437967.jpg,0.4198,0.4649,0.529,1.9504,2.0971
stytr2,324__western_painting__met_439405.jpg,0.4089,0.4629,0.6137,2.1846,1.8185
stytr2,324__western_painting__met_649693.jpg,0.2357,0.5829,0.2763,2.4473,2.3192
stytr2,324__western_painting__met_739494.jpg,0.2626,0.5274,0.389,2.1079,1.8883
stytr2,324__western_painting__met_787672.jpg,0.2298,0.5805,0.2778,2.3162,1.8772
stytr2,324__western_painting__met_788182.jpg,0.2387,0.5545,0.323,2.1231,1.3893
stytr2,3359__chinese_landscape__130942.jpg,0.6822,0.4989,0.533,1.7318,1.1107
stytr2,3359__chinese_landscape__132834.jpg,0.6905,0.4364,0.5541,1.6108,1.5417
stytr2,3359__chinese_landscape__132836.jpg,0.68,0.4658,0.5432,1.7301,1.4403
stytr2,3359__chinese_landscape__132840.jpg,0.7526,0.4139,0.6644,1.5299,1.4265
stytr2,3359__chinese_landscape__132930.jpg,0.7483,0.4159,0.6429,1.4448,1.3547
stytr2,3359__chinese_landscape__137205.jpg,0.6151,0.5409,0.4701,1.9033,1.9556
stytr2,3359__chinese_landscape__142574.jpg,0.7279,0.4336,0.5793,1.5173,1.2258
stytr2,3359__chinese_landscape__142578.jpg,0.6591,0.4764,0.4727,1.6638,1.4878
stytr2,3359__chinese_landscape__144829.jpg,0.6579,0.4988,0.4996,1.5913,1.3543
stytr2,3359__chinese_landscape__148342.jpg,0.6497,0.5189,0.4622,1.7034,1.267
stytr2,3359__mural__img_1082crop_1_0.jpg,0.4255,0.5853,0.2692,1.9904,4.2892
stytr2,3359__mural__img_1224crop_0_0.jpg,0.2846,0.6934,0.1647,2.4112,7.4798
stytr2,3359__mural__img_1224crop_1_1.jpg,0.3035,0.6922,0.1485,2.4144,8.878
stytr2,3359__mural__img_16crop_0_0.jpg,0.4915,0.6251,0.2824,2.2038,2.1683
stytr2,3359__mural__img_276crop_1_0.jpg,0.3552,0.6612,0.1782,2.5169,2.4865
stytr2,3359__mural__img_326crop_1_1.jpg,0.5355,0.6149,0.2914,2.1411,1.7582
stytr2,3359__mural__img_327crop_0_1.jpg,0.5469,0.5654,0.3208,2.018,3.1589
stytr2,3359__mural__img_536crop_1_0.jpg,0.5041,0.6249,0.2937,2.1415,2.6123
stytr2,3359__mural__img_593crop_0_0.jpg,0.4699,0.5965,0.2595,2.0282,2.3481
stytr2,3359__mural__img_739crop_1_1.jpg,0.3377,0.5898,0.3539,2.1495,2.5278
stytr2,3359__western_painting__met_359775.jpg,0.6484,0.5008,0.4945,1.7664,1.7889
stytr2,3359__western_painting__met_383787.jpg,0.7316,0.4407,0.6061,1.7358,1.2495
stytr2,3359__western_painting__met_406721.jpg,0.5735,0.5525,0.3693,1.9425,1.0815
stytr2,3359__western_painting__met_437769.jpg,0.3128,0.5598,0.5447,2.0268,1.7697
stytr2,3359__western_painting__met_437967.jpg,0.5173,0.5151,0.4659,1.7799,2.0049
stytr2,3359__western_painting__met_439405.jpg,0.5279,0.5346,0.5341,2.1503,1.8488
stytr2,3359__western_painting__met_649693.jpg,0.5174,0.5197,0.3923,2.0765,3.0249
stytr2,3359__western_painting__met_739494.jpg,0.6958,0.4423,0.5319,1.7347,1.9538
stytr2,3359__western_painting__met_787672.jpg,0.5497,0.5146,0.4295,1.7921,2.175
stytr2,3359__western_painting__met_788182.jpg,0.6359,0.4924,0.4836,1.7264,1.6095
stytr2,3450__chinese_landscape__130942.jpg,0.7536,0.5624,0.6892,1.7095,0.8418
stytr2,3450__chinese_landscape__132834.jpg,0.7574,0.5371,0.672,1.6032,1.2694
stytr2,3450__chinese_landscape__132836.jpg,0.7426,0.5577,0.6643,1.716,1.3006
stytr2,3450__chinese_landscape__132840.jpg,0.7713,0.5305,0.7378,1.5957,1.1963
stytr2,3450__chinese_landscape__132930.jpg,0.7791,0.5461,0.7422,1.4947,0.8767
stytr2,3450__chinese_landscape__137205.jpg,0.6252,0.6228,0.4781,2.0565,1.7154
stytr2,3450__chinese_landscape__142574.jpg,0.7693,0.5622,0.7076,1.5351,0.9143
stytr2,3450__chinese_landscape__142578.jpg,0.6773,0.5667,0.5318,1.7004,1.091
stytr2,3450__chinese_landscape__144829.jpg,0.7132,0.5786,0.5885,1.6325,1.1329
stytr2,3450__chinese_landscape__148342.jpg,0.6698,0.5765,0.4967,1.7508,0.7971
stytr2,3450__mural__img_1082crop_1_0.jpg,0.3793,0.594,0.2647,2.0696,4.0827
stytr2,3450__mural__img_1224crop_0_0.jpg,0.2237,0.6854,0.1573,2.3815,6.3058
stytr2,3450__mural__img_1224crop_1_1.jpg,0.2493,0.6683,0.1391,2.3113,7.814
stytr2,3450__mural__img_16crop_0_0.jpg,0.4827,0.5615,0.3064,2.1142,1.3783
stytr2,3450__mural__img_276crop_1_0.jpg,0.3339,0.597,0.1737,2.2156,1.9202
stytr2,3450__mural__img_326crop_1_1.jpg,0.536,0.5877,0.3703,1.8671,1.2479
stytr2,3450__mural__img_327crop_0_1.jpg,0.5376,0.571,0.3687,1.9121,2.9474
stytr2,3450__mural__img_536crop_1_0.jpg,0.4881,0.5768,0.3629,1.9168,2.4859
stytr2,3450__mural__img_593crop_0_0.jpg,0.4529,0.5578,0.3025,1.9532,1.5153
stytr2,3450__mural__img_739crop_1_1.jpg,0.3119,0.5757,0.3275,2.0983,1.8817
stytr2,3450__western_painting__met_359775.jpg,0.6131,0.6099,0.49,2.0387,1.4595
stytr2,3450__western_painting__met_383787.jpg,0.7037,0.6033,0.6451,2.0527,0.9817
stytr2,3450__western_painting__met_406721.jpg,0.5648,0.592,0.413,1.7879,0.9134
stytr2,3450__western_painting__met_437769.jpg,0.3244,0.6071,0.6072,2.1178,1.2006
stytr2,3450__western_painting__met_437967.jpg,0.5159,0.5701,0.497,1.8831,1.6671
stytr2,3450__western_painting__met_439405.jpg,0.5872,0.5055,0.6139,2.0021,1.5377
stytr2,3450__western_painting__met_649693.jpg,0.4527,0.6451,0.3567,2.5829,1.8223
stytr2,3450__western_painting__met_739494.jpg,0.612,0.5989,0.5161,2.192,1.8772
stytr2,3450__western_painting__met_787672.jpg,0.525,0.5755,0.381,2.078,2.1824
stytr2,3450__western_painting__met_788182.jpg,0.6308,0.5838,0.5,2.0291,1.2979
stytr2,3466__chinese_landscape__130942.jpg,0.8147,0.4094,0.6904,1.5012,1.0034
stytr2,3466__chinese_landscape__132834.jpg,0.7925,0.4139,0.6835,1.5556,1.6844
stytr2,3466__chinese_landscape__132836.jpg,0.7673,0.4284,0.6498,1.615,1.7497
stytr2,3466__chinese_landscape__132840.jpg,0.811,0.4084,0.7453,1.4844,1.6683
stytr2,3466__chinese_landscape__132930.jpg,0.8507,0.3926,0.7929,1.3747,0.9808
stytr2,3466__chinese_landscape__137205.jpg,0.6749,0.5904,0.4693,1.906,2.0689
stytr2,3466__chinese_landscape__142574.jpg,0.8424,0.4128,0.7633,1.4335,1.0959
stytr2,3466__chinese_landscape__142578.jpg,0.7716,0.4788,0.5674,1.5924,1.252
stytr2,3466__chinese_landscape__144829.jpg,0.7848,0.4672,0.6201,1.5395,1.2507
stytr2,3466__chinese_landscape__148342.jpg,0.7517,0.4807,0.5219,1.665,0.8851
stytr2,3466__mural__img_1082crop_1_0.jpg,0.3892,0.6944,0.2396,2.3324,4.1823
stytr2,3466__mural__img_1224crop_0_0.jpg,0.2363,0.7501,0.1765,2.6067,6.4485
stytr2,3466__mural__img_1224crop_1_1.jpg,0.241,0.7398,0.1316,2.6194,7.793
stytr2,3466__mural__img_16crop_0_0.jpg,0.5269,0.6865,0.3266,2.3741,1.5235
stytr2,3466__mural__img_276crop_1_0.jpg,0.3339,0.6715,0.1784,2.5155,1.8806
stytr2,3466__mural__img_326crop_1_1.jpg,0.5615,0.7234,0.3271,2.2905,1.2377
stytr2,3466__mural__img_327crop_0_1.jpg,0.556,0.7121,0.3452,2.3048,2.6892
stytr2,3466__mural__img_536crop_1_0.jpg,0.5136,0.7303,0.3229,2.3111,2.7072
stytr2,3466__mural__img_593crop_0_0.jpg,0.46,0.6675,0.2692,2.3181,1.3897
stytr2,3466__mural__img_739crop_1_1.jpg,0.3384,0.6832,0.3487,2.4108,1.8084
stytr2,3466__western_painting__met_359775.jpg,0.7077,0.5238,0.5812,1.8898,1.5899
stytr2,3466__western_painting__met_383787.jpg,0.7665,0.5118,0.6734,1.7953,1.3423
stytr2,3466__western_painting__met_406721.jpg,0.5846,0.6406,0.3554,2.0621,1.1172
stytr2,3466__western_painting__met_437769.jpg,0.3989,0.5633,0.6899,1.9867,1.2431
stytr2,3466__western_painting__met_437967.jpg,0.621,0.4713,0.5746,1.8417,1.6865
stytr2,3466__western_painting__met_439405.jpg,0.6717,0.4299,0.6782,1.9832,1.5508
stytr2,3466__western_painting__met_649693.jpg,0.5246,0.5412,0.4275,2.4686,2.0548
stytr2,3466__western_painting__met_739494.jpg,0.7564,0.4629,0.6481,1.9618,2.3073
stytr2,3466__western_painting__met_787672.jpg,0.5881,0.5511,0.4027,2.0986,2.3295
stytr2,3466__western_painting__met_788182.jpg,0.7,0.4672,0.5501,1.8098,1.4184
stytr2,3492__chinese_landscape__130942.jpg,0.466,0.4575,0.6131,1.75,1.2569
stytr2,3492__chinese_landscape__132834.jpg,0.3838,0.4917,0.5398,1.8253,1.5502
stytr2,3492__chinese_landscape__132836.jpg,0.3747,0.5217,0.5323,2.016,1.4571
stytr2,3492__chinese_landscape__132840.jpg,0.3707,0.4903,0.6136,1.9361,1.4284
stytr2,3492__chinese_landscape__132930.jpg,0.395,0.4767,0.6155,1.6558,1.2702
stytr2,3492__chinese_landscape__137205.jpg,0.3458,0.577,0.3361,2.1285,1.9293
stytr2,3492__chinese_landscape__142574.jpg,0.4037,0.487,0.5613,1.709,1.1539
stytr2,3492__chinese_landscape__142578.jpg,0.4017,0.5079,0.3808,1.7684,1.3225
stytr2,3492__chinese_landscape__144829.jpg,0.4021,0.5136,0.4218,1.7724,1.3707
stytr2,3492__chinese_landscape__148342.jpg,0.4139,0.4909,0.3677,1.8342,1.1244
stytr2,3492__mural__img_1082crop_1_0.jpg,0.3883,0.6438,0.2927,2.3193,3.8411
stytr2,3492__mural__img_1224crop_0_0.jpg,0.3248,0.6957,0.1975,2.6258,6.26
stytr2,3492__mural__img_1224crop_1_1.jpg,0.2345,0.7111,0.1533,2.7264,7.4384
stytr2,3492__mural__img_16crop_0_0.jpg,0.4213,0.6466,0.2733,2.5239,1.8658
stytr2,3492__mural__img_276crop_1_0.jpg,0.2383,0.7393,0.1413,2.7084,1.9311
stytr2,3492__mural__img_326crop_1_1.jpg,0.363,0.6878,0.2542,2.5793,1.2647
stytr2,3492__mural__img_327crop_0_1.jpg,0.3882,0.644,0.3111,2.3724,2.8875
stytr2,3492__mural__img_536crop_1_0.jpg,0.418,0.6593,0.3203,2.437,2.2523
stytr2,3492__mural__img_593crop_0_0.jpg,0.4028,0.6078,0.284,2.3696,1.4424
stytr2,3492__mural__img_739crop_1_1.jpg,0.5704,0.5352,0.4965,2.2778,2.208
stytr2,3492__western_painting__met_359775.jpg,0.4431,0.522,0.4364,1.9848,1.5703
stytr2,3492__western_painting__met_383787.jpg,0.3659,0.5152,0.5692,2.0747,1.1419
stytr2,3492__western_painting__met_406721.jpg,0.3167,0.6307,0.3041,2.1418,1.0403
stytr2,3492__western_painting__met_437769.jpg,0.7049,0.45,0.6742,2.0416,1.7137
stytr2,3492__western_painting__met_437967.jpg,0.6972,0.4392,0.5319,1.9261,1.7212
stytr2,3492__western_painting__met_439405.jpg,0.677,0.4656,0.6127,2.2142,1.7367
stytr2,3492__western_painting__met_649693.jpg,0.3185,0.5581,0.3562,2.2912,2.3495
stytr2,3492__western_painting__met_739494.jpg,0.4099,0.4696,0.5053,1.9233,1.5636
stytr2,3492__western_painting__met_787672.jpg,0.3038,0.5537,0.2932,2.1726,1.9223
stytr2,3492__western_painting__met_788182.jpg,0.3555,0.4967,0.382,1.9877,1.4364
stytr2,3505__chinese_landscape__130942.jpg,0.7673,0.4787,0.6512,1.5473,0.9223
stytr2,3505__chinese_landscape__132834.jpg,0.7864,0.4658,0.657,1.5247,1.371
stytr2,3505__chinese_landscape__132836.jpg,0.7757,0.4821,0.6451,1.6792,1.3684
stytr2,3505__chinese_landscape__132840.jpg,0.8324,0.437,0.7792,1.5358,1.3263
stytr2,3505__chinese_landscape__132930.jpg,0.8265,0.4404,0.7687,1.3733,1.065
stytr2,3505__chinese_landscape__137205.jpg,0.6353,0.5786,0.4305,1.9237,1.9063
stytr2,3505__chinese_landscape__142574.jpg,0.8063,0.4741,0.727,1.4592,1.0354
stytr2,3505__chinese_landscape__142578.jpg,0.6694,0.5218,0.4714,1.683,1.2027
stytr2,3505__chinese_landscape__144829.jpg,0.7307,0.5215,0.5686,1.6387,1.1498
stytr2,3505__chinese_landscape__148342.jpg,0.6641,0.5162,0.4557,1.6943,1.0393
stytr2,3505__mural__img_1082crop_1_0.jpg,0.3405,0.6023,0.2269,2.0806,4.2174
stytr2,3505__mural__img_1224crop_0_0.jpg,0.2059,0.6896,0.1387,2.4734,6.6213
stytr2,3505__mural__img_1224crop_1_1.jpg,0.2295,0.6782,0.1242,2.4796,8.031
stytr2,3505__mural__img_16crop_0_0.jpg,0.4214,0.6231,0.2518,2.3479,1.7178
stytr2,3505__mural__img_276crop_1_0.jpg,0.3027,0.6363,0.1607,2.4748,1.8944
stytr2,3505__mural__img_326crop_1_1.jpg,0.4775,0.6647,0.2771,2.2486,1.3668
stytr2,3505__mural__img_327crop_0_1.jpg,0.4855,0.6296,0.2968,2.1167,3.0235
stytr2,3505__mural__img_536crop_1_0.jpg,0.4371,0.6503,0.2868,2.1213,2.6356
stytr2,3505__mural__img_593crop_0_0.jpg,0.3973,0.6003,0.2376,2.0725,1.7434
stytr2,3505__mural__img_739crop_1_1.jpg,0.2712,0.6225,0.3008,2.2315,2.0195
stytr2,3505__western_painting__met_359775.jpg,0.6246,0.5494,0.493,1.8748,1.621
stytr2,3505__western_painting__met_383787.jpg,0.8155,0.4803,0.747,1.6026,1.1047
