method,output,ssim,lpips,e_ssim,l_c,l_s
no_structure_guidance,1185__mural__img_536crop_1_0.png,0.4804,0.6033,0.3495,1.8536,2.1843
no_structure_guidance,1185__mural__img_593crop_0_0.png,0.4585,0.557,0.3066,1.771,1.2893
no_structure_guidance,1185__mural__img_739crop_1_1.png,0.327,0.5393,0.3645,1.7269,1.8064
no_structure_guidance,1185__western_painting__met_359775.png,0.6832,0.4956,0.5241,1.4119,1.3531
no_structure_guidance,1185__western_painting__met_383787.png,0.7708,0.4676,0.6648,1.3473,0.8703
no_structure_guidance,1185__western_painting__met_406721.png,0.5949,0.5604,0.4123,1.4335,0.8312
no_structure_guidance,1185__western_painting__met_437769.png,0.4135,0.4927,0.6046,1.3122,1.0538
no_structure_guidance,1185__western_painting__met_437967.png,0.5909,0.455,0.4376,1.2897,1.2747
no_structure_guidance,1185__western_painting__met_439405.png,0.6802,0.4018,0.6561,1.2815,1.4242
no_structure_guidance,1185__western_painting__met_649693.png,0.6628,0.4748,0.474,1.6945,1.3765
no_structure_guidance,1185__western_painting__met_739494.png,0.7128,0.4405,0.5513,1.421,1.7545
no_structure_guidance,1185__western_painting__met_787672.png,0.5702,0.4864,0.4291,1.654,1.1384
no_structure_guidance,1185__western_painting__met_788182.png,0.6989,0.4359,0.5073,1.2954,0.899
no_structure_guidance,1269__chinese_landscape__130942.png,0.3426,0.5772,0.4839,1.5864,0.8729
no_structure_guidance,1269__chinese_landscape__132834.png,0.2837,0.6923,0.4204,1.7802,0.6801
no_structure_guidance,1269__chinese_landscape__132836.png,0.2832,0.6834,0.4167,1.741,0.8342
no_structure_guidance,1269__chinese_landscape__132840.png,0.2928,0.6163,0.5326,1.7583,0.6693
no_structure_guidance,1269__chinese_landscape__132930.png,0.32,0.6732,0.5562,1.4645,0.6939
no_structure_guidance,1269__chinese_landscape__137205.png,0.2697,0.6678,0.3406,1.8565,0.9912
no_structure_guidance,1269__chinese_landscape__142574.png,0.3258,0.6582,0.5106,1.4251,0.7991
no_structure_guidance,1269__chinese_landscape__142578.png,0.3054,0.6402,0.3672,1.4798,0.9116
no_structure_guidance,1269__chinese_landscape__144829.png,0.3013,0.6393,0.4024,1.5712,0.8117
no_structure_guidance,1269__chinese_landscape__148342.png,0.315,0.6408,0.3398,1.4447,0.8949
no_structure_guidance,1269__mural__img_1082crop_1_0.png,0.2858,0.7333,0.247,2.2102,3.4075
no_structure_guidance,1269__mural__img_1224crop_0_0.png,0.2349,0.7065,0.1934,2.2198,5.6103
no_structure_guidance,1269__mural__img_1224crop_1_1.png,0.1819,0.7509,0.1578,2.4039,7.1747
no_structure_guidance,1269__mural__img_16crop_0_0.png,0.3679,0.6444,0.2543,1.6439,1.2452
no_structure_guidance,1269__mural__img_276crop_1_0.png,0.2149,0.8466,0.1867,1.9491,1.6201
no_structure_guidance,1269__mural__img_326crop_1_1.png,0.3153,0.6951,0.2593,1.8733,1.2244
no_structure_guidance,1269__mural__img_327crop_0_1.png,0.3023,0.7018,0.2846,2.0836,2.7901
no_structure_guidance,1269__mural__img_536crop_1_0.png,0.3159,0.6604,0.2787,2.1152,2.2574
no_structure_guidance,1269__mural__img_593crop_0_0.png,0.3098,0.623,0.2454,2.0153,1.3787
no_structure_guidance,1269__mural__img_739crop_1_1.png,0.3975,0.6085,0.3669,1.8433,1.8085
no_structure_guidance,1269__western_painting__met_359775.png,0.3263,0.5593,0.4137,1.6961,1.3091
no_structure_guidance,1269__western_painting__met_383787.png,0.3018,0.6094,0.4971,1.7311,0.9212
no_structure_guidance,1269__western_painting__met_406721.png,0.2635,0.6893,0.3128,1.7296,0.8377
no_structure_guidance,1269__western_painting__met_437769.png,0.6383,0.3916,0.6829,1.2892,1.3045
no_structure_guidance,1269__western_painting__met_437967.png,0.4713,0.6258,0.3675,1.4665,1.2298
no_structure_guidance,1269__western_painting__met_439405.png,0.4972,0.667,0.6258,1.446,1.2763
no_structure_guidance,1269__western_painting__met_649693.png,0.2978,0.6883,0.4011,1.9661,1.6669
no_structure_guidance,1269__western_painting__met_739494.png,0.315,0.6101,0.4227,1.6904,1.8236
no_structure_guidance,1269__western_painting__met_787672.png,0.2536,0.6716,0.3103,2.163,1.2278
no_structure_guidance,1269__western_painting__met_788182.png,0.2929,0.6328,0.3852,1.7227,1.1511
no_structure_guidance,129__chinese_landscape__130942.png,0.7072,0.4524,0.5808,1.7117,1.2879
no_structure_guidance,129__chinese_landscape__132834.png,0.7156,0.4402,0.6005,1.6773,1.2704
no_structure_guidance,129__chinese_landscape__132836.png,0.693,0.4551,0.568,1.7251,1.2588
no_structure_guidance,129__chinese_landscape__132840.png,0.7927,0.4096,0.7171,1.5853,1.2145
no_structure_guidance,129__chinese_landscape__132930.png,0.7943,0.4113,0.6929,1.5373,1.0386
no_structure_guidance,129__chinese_landscape__137205.png,0.5763,0.5557,0.45,2.0326,1.3007
no_structure_guidance,129__chinese_landscape__142574.png,0.7859,0.4051,0.6567,1.434,1.208
no_structure_guidance,129__chinese_landscape__142578.png,0.667,0.4795,0.4724,1.707,1.2801
no_structure_guidance,129__chinese_landscape__144829.png,0.6892,0.4615,0.5454,1.6329,1.3541
no_structure_guidance,129__chinese_landscape__148342.png,0.645,0.4834,0.4227,1.7086,1.1929
no_structure_guidance,129__mural__img_1082crop_1_0.png,0.3052,0.5687,0.2067,2.3002,3.5531
no_structure_guidance,129__mural__img_1224crop_0_0.png,0.1714,0.6493,0.1425,2.3666,5.9454
no_structure_guidance,129__mural__img_1224crop_1_1.png,0.1971,0.6322,0.1366,2.3244,7.2366
no_structure_guidance,129__mural__img_16crop_0_0.png,0.4255,0.5179,0.2577,1.8761,1.5931
no_structure_guidance,129__mural__img_276crop_1_0.png,0.321,0.5775,0.2007,2.0482,1.6204
no_structure_guidance,129__mural__img_326crop_1_1.png,0.4877,0.5483,0.2802,1.9735,1.362
no_structure_guidance,129__mural__img_327crop_0_1.png,0.4402,0.551,0.2758,2.2079,2.7266
no_structure_guidance,129__mural__img_536crop_1_0.png,0.3992,0.5439,0.2598,2.1062,2.2078
no_structure_guidance,129__mural__img_593crop_0_0.png,0.3614,0.5661,0.2315,2.2247,1.5362
no_structure_guidance,129__mural__img_739crop_1_1.png,0.2454,0.6091,0.2695,2.1868,1.9095
no_structure_guidance,129__western_painting__met_359775.png,0.5944,0.5591,0.4475,2.1288,1.639
no_structure_guidance,129__western_painting__met_383787.png,0.7278,0.496,0.6266,2.0221,1.2847
no_structure_guidance,129__western_painting__met_406721.png,0.6267,0.4863,0.4131,1.6602,1.1291
no_structure_guidance,129__western_painting__met_437769.png,0.3098,0.5569,0.5378,1.93,1.6055
no_structure_guidance,129__western_painting__met_437967.png,0.4683,0.5342,0.3647,1.8694,1.6593
no_structure_guidance,129__western_painting__met_439405.png,0.5431,0.4559,0.6346,1.7441,1.6063
no_structure_guidance,129__western_painting__met_649693.png,0.5177,0.5618,0.3963,2.396,2.0161
no_structure_guidance,129__western_painting__met_739494.png,0.6313,0.521,0.4761,2.126,2.3291
no_structure_guidance,129__western_painting__met_787672.png,0.5314,0.5292,0.4063,2.1708,1.6808
no_structure_guidance,129__western_painting__met_788182.png,0.6412,0.4991,0.4859,1.9518,1.4186
no_structure_guidance,1337__chinese_landscape__130942.png,0.829,0.2582,0.8355,1.0245,0.9812
no_structure_guidance,1337__chinese_landscape__132834.png,0.8188,0.2647,0.8231,0.9306,0.7933
no_structure_guidance,1337__chinese_landscape__132836.png,0.8099,0.2868,0.7973,1.041,0.8512
no_structure_guidance,1337__chinese_landscape__132840.png,0.7898,0.252,0.7818,0.966,0.8908
no_structure_guidance,1337__chinese_landscape__132930.png,0.7695,0.303,0.7232,1.0516,0.6909
no_structure_guidance,1337__chinese_landscape__137205.png,0.7582,0.371,0.688,1.4048,1.1041
no_structure_guidance,1337__chinese_landscape__142574.png,0.7839,0.2927,0.7436,0.9664,0.7204
no_structure_guidance,1337__chinese_landscape__142578.png,0.7973,0.3174,0.7348,1.0818,0.8428
no_structure_guidance,1337__chinese_landscape__144829.png,0.8139,0.2912,0.8008,0.9571,0.9047
no_structure_guidance,1337__chinese_landscape__148342.png,0.7873,0.3196,0.6955,1.1426,0.8114
no_structure_guidance,1337__mural__img_1082crop_1_0.png,0.5467,0.392,0.3946,1.3294,2.9513
no_structure_guidance,1337__mural__img_1224crop_0_0.png,0.3392,0.4974,0.285,1.8343,5.506
no_structure_guidance,1337__mural__img_1224crop_1_1.png,0.3786,0.4976,0.2693,1.8217,7.0081
no_structure_guidance,1337__mural__img_16crop_0_0.png,0.5965,0.4089,0.4886,1.4429,1.3556
no_structure_guidance,1337__mural__img_276crop_1_0.png,0.4884,0.5832,0.3553,1.8752,1.5809
no_structure_guidance,1337__mural__img_326crop_1_1.png,0.6807,0.4171,0.5345,1.4376,1.1282
no_structure_guidance,1337__mural__img_327crop_0_1.png,0.6876,0.3863,0.5411,1.3537,2.4714
no_structure_guidance,1337__mural__img_536crop_1_0.png,0.6287,0.3987,0.4971,1.4177,1.9763
no_structure_guidance,1337__mural__img_593crop_0_0.png,0.6306,0.3617,0.4967,1.2623,1.2636
no_structure_guidance,1337__mural__img_739crop_1_1.png,0.4438,0.3915,0.4922,1.5075,1.8608
no_structure_guidance,1337__western_painting__met_359775.png,0.8075,0.2811,0.7524,1.1456,1.4254
no_structure_guidance,1337__western_painting__met_383787.png,0.7708,0.3239,0.769,1.3437,0.9392
no_structure_guidance,1337__western_painting__met_406721.png,0.7754,0.3496,0.7023,1.0456,0.9563
no_structure_guidance,1337__western_painting__met_437769.png,0.4056,0.2941,0.7332,1.0933,1.0001
no_structure_guidance,1337__western_painting__met_437967.png,0.6515,0.293,0.6916,1.0691,1.0976
no_structure_guidance,1337__western_painting__met_439405.png,0.6668,0.3151,0.7515,1.1766,1.31
no_structure_guidance,1337__western_painting__met_649693.png,0.6294,0.427,0.5524,1.9294,1.6518
no_structure_guidance,1337__western_painting__met_739494.png,0.8079,0.2542,0.7862,1.0737,1.8038
no_structure_guidance,1337__western_painting__met_787672.png,0.7251,0.3048,0.655,1.2232,1.2087
no_structure_guidance,1337__western_painting__met_788182.png,0.781,0.2811,0.755,1.1035,1.1004
no_structure_guidance,1344__chinese_landscape__130942.png,0.7368,0.4183,0.6495,1.1635,1.147
no_structure_guidance,1344__chinese_landscape__132834.png,0.7186,0.4362,0.6042,1.2337,1.0226
no_structure_guidance,1344__chinese_landscape__132836.png,0.7096,0.4441,0.5837,1.2963,0.8266
no_structure_guidance,1344__chinese_landscape__132840.png,0.7717,0.4016,0.7164,1.1457,0.9835
no_structure_guidance,1344__chinese_landscape__132930.png,0.7498,0.4117,0.6397,1.0813,0.814
no_structure_guidance,1344__chinese_landscape__137205.png,0.6245,0.519,0.478,1.46,1.1779
no_structure_guidance,1344__chinese_landscape__142574.png,0.7382,0.4345,0.6062,1.0611,0.885
no_structure_guidance,1344__chinese_landscape__142578.png,0.6568,0.4647,0.4645,1.1803,1.0676
no_structure_guidance,1344__chinese_landscape__144829.png,0.6773,0.4753,0.5374,1.1596,1.2029
no_structure_guidance,1344__chinese_landscape__148342.png,0.6247,0.4739,0.4085,1.2754,1.1443
no_structure_guidance,1344__mural__img_1082crop_1_0.png,0.3817,0.5298,0.3178,1.6314,3.1358
no_structure_guidance,1344__mural__img_1224crop_0_0.png,0.2349,0.609,0.2304,2.0162,5.3551
no_structure_guidance,1344__mural__img_1224crop_1_1.png,0.2738,0.6006,0.2206,1.9875,6.8463
no_structure_guidance,1344__mural__img_16crop_0_0.png,0.4346,0.5285,0.3025,1.4495,1.6271
no_structure_guidance,1344__mural__img_276crop_1_0.png,0.3686,0.5927,0.269,1.7288,1.8847
no_structure_guidance,1344__mural__img_326crop_1_1.png,0.5092,0.571,0.3342,1.5123,1.503
no_structure_guidance,1344__mural__img_327crop_0_1.png,0.5042,0.5434,0.3615,1.6083,2.5484
no_structure_guidance,1344__mural__img_536crop_1_0.png,0.4653,0.5475,0.3519,1.6373,2.1127
no_structure_guidance,1344__mural__img_593crop_0_0.png,0.4245,0.521,0.3341,1.5914,1.5904
no_structure_guidance,1344__mural__img_739crop_1_1.png,0.3044,0.5104,0.3294,1.6918,2.023
no_structure_guidance,1344__western_painting__met_359775.png,0.6597,0.4814,0.5151,1.365,1.5955
no_structure_guidance,1344__western_painting__met_383787.png,0.7699,0.4399,0.6898,1.1535,1.1171
no_structure_guidance,1344__western_painting__met_406721.png,0.6348,0.5216,0.4345,1.2199,1.0062
no_structure_guidance,1344__western_painting__met_437769.png,0.3246,0.5018,0.4911,1.3937,1.2112
no_structure_guidance,1344__western_painting__met_437967.png,0.4849,0.4777,0.4052,1.3041,1.3658
no_structure_guidance,1344__western_painting__met_439405.png,0.5588,0.4553,0.5961,1.4025,1.6367
no_structure_guidance,1344__western_painting__met_649693.png,0.6389,0.4676,0.4886,1.6379,1.6422
no_structure_guidance,1344__western_painting__met_739494.png,0.6915,0.4343,0.5377,1.3535,1.7756
no_structure_guidance,1344__western_painting__met_787672.png,0.5864,0.4559,0.4456,1.5177,1.2636
no_structure_guidance,1344__western_painting__met_788182.png,0.6947,0.4287,0.5252,1.2119,1.2379
no_structure_guidance,1535__chinese_landscape__130942.png,0.6626,0.5081,0.5945,1.5179,1.1027
no_structure_guidance,1535__chinese_landscape__132834.png,0.6303,0.5592,0.5161,1.6726,0.9874
no_structure_guidance,1535__chinese_landscape__132836.png,0.623,0.5649,0.5088,1.7313,0.9573
no_structure_guidance,1535__chinese_landscape__132840.png,0.6473,0.5229,0.5623,1.6085,0.9877
no_structure_guidance,1535__chinese_landscape__132930.png,0.6567,0.5714,0.5282,1.5242,0.7971
no_structure_guidance,1535__chinese_landscape__137205.png,0.581,0.6135,0.4352,1.9007,1.2763
no_structure_guidance,1535__chinese_landscape__142574.png,0.6555,0.5788,0.5035,1.509,0.9027
no_structure_guidance,1535__chinese_landscape__142578.png,0.611,0.5904,0.4016,1.684,1.065
no_structure_guidance,1535__chinese_landscape__144829.png,0.6371,0.577,0.48,1.5529,1.2127
no_structure_guidance,1535__chinese_landscape__148342.png,0.5856,0.6016,0.3627,1.7543,1.2258
no_structure_guidance,1535__mural__img_1082crop_1_0.png,0.42,0.5926,0.3405,2.0127,3.0135
no_structure_guidance,1535__mural__img_1224crop_0_0.png,0.2654,0.6694,0.2591,2.2348,5.5345
no_structure_guidance,1535__mural__img_1224crop_1_1.png,0.2798,0.6793,0.2303,2.3274,6.9923
no_structure_guidance,1535__mural__img_16crop_0_0.png,0.4693,0.5485,0.2838,1.8364,1.7387
no_structure_guidance,1535__mural__img_276crop_1_0.png,0.3881,0.6587,0.2642,2.1148,2.2696
no_structure_guidance,1535__mural__img_326crop_1_1.png,0.5066,0.6491,0.2964,2.014,1.6597
no_structure_guidance,1535__mural__img_327crop_0_1.png,0.4997,0.6093,0.3367,2.026,2.548
no_structure_guidance,1535__mural__img_536crop_1_0.png,0.4961,0.5686,0.3738,1.9797,2.0616
no_structure_guidance,1535__mural__img_593crop_0_0.png,0.4564,0.547,0.3415,1.9627,1.6384
no_structure_guidance,1535__mural__img_739crop_1_1.png,0.3883,0.5189,0.395,1.8818,2.2922
no_structure_guidance,1535__western_painting__met_359775.png,0.6149,0.5561,0.4937,1.7489,1.4124
no_structure_guidance,1535__western_painting__met_383787.png,0.6661,0.5181,0.591,1.5296,1.0168
no_structure_guidance,1535__western_painting__met_406721.png,0.5832,0.6085,0.3813,1.6762,0.9893
no_structure_guidance,1535__western_painting__met_437769.png,0.3402,0.512,0.523,1.7181,1.2833
no_structure_guidance,1535__western_painting__met_437967.png,0.5022,0.5716,0.3926,1.7765,1.4005
no_structure_guidance,1535__western_painting__met_439405.png,0.5413,0.5402,0.5319,1.761,1.5999
no_structure_guidance,1535__western_painting__met_649693.png,0.5734,0.5252,0.4999,1.8626,1.6996
no_structure_guidance,1535__western_painting__met_739494.png,0.6507,0.4932,0.5696,1.5322,1.5454
no_structure_guidance,1535__western_painting__met_787672.png,0.557,0.5249,0.4362,1.8827,1.1788
no_structure_guidance,1535__western_painting__met_788182.png,0.6177,0.5339,0.4908,1.6553,1.0432
no_structure_guidance,1582__chinese_landscape__130942.png,0.5575,0.6207,0.5814,1.4586,1.3074
no_structure_guidance,1582__chinese_landscape__132834.png,0.5257,0.6355,0.5035,1.6184,1.0961
no_structure_guidance,1582__chinese_landscape__132836.png,0.5207,0.6363,0.4933,1.6512,1.0797
no_structure_guidance,1582__chinese_landscape__132840.png,0.5534,0.6222,0.5868,1.6372,1.0232
no_structure_guidance,1582__chinese_landscape__132930.png,0.5676,0.646,0.5659,1.463,0.9252
no_structure_guidance,1582__chinese_landscape__137205.png,0.467,0.6784,0.4164,1.8847,1.4271
no_structure_guidance,1582__chinese_landscape__142574.png,0.561,0.6567,0.522,1.4207,1.1082
no_structure_guidance,1582__chinese_landscape__142578.png,0.5113,0.6579,0.4175,1.5383,1.2688
no_structure_guidance,1582__chinese_landscape__144829.png,0.5248,0.6489,0.4809,1.4521,1.3955
no_structure_guidance,1582__chinese_landscape__148342.png,0.4894,0.6686,0.3892,1.6386,1.2911
no_structure_guidance,1582__mural__img_1082crop_1_0.png,0.3394,0.6665,0.3082,2.1028,3.7967
no_structure_guidance,1582__mural__img_1224crop_0_0.png,0.23,0.7364,0.2516,2.2562,6.6244
no_structure_guidance,1582__mural__img_1224crop_1_1.png,0.236,0.7247,0.2082,2.3388,8.2212
no_structure_guidance,1582__mural__img_16crop_0_0.png,0.3882,0.6717,0.3061,1.868,1.7999
no_structure_guidance,1582__mural__img_276crop_1_0.png,0.3366,0.5818,0.2656,1.9243,1.9104
no_structure_guidance,1582__mural__img_326crop_1_1.png,0.414,0.7222,0.3278,1.9972,1.5932
no_structure_guidance,1582__mural__img_327crop_0_1.png,0.4158,0.6949,0.3507,2.0707,3.0195
no_structure_guidance,1582__mural__img_536crop_1_0.png,0.3912,0.6941,0.3489,2.0294,2.3592
no_structure_guidance,1582__mural__img_593crop_0_0.png,0.3777,0.6762,0.3344,2.0473,1.8705
no_structure_guidance,1582__mural__img_739crop_1_1.png,0.3231,0.6397,0.4021,1.9842,2.2679
no_structure_guidance,1582__western_painting__met_359775.png,0.498,0.6706,0.4969,1.7742,1.6778
no_structure_guidance,1582__western_painting__met_383787.png,0.5539,0.6479,0.5662,1.6025,1.3303
no_structure_guidance,1582__western_painting__met_406721.png,0.4666,0.6877,0.3817,1.6715,1.072
no_structure_guidance,1582__western_painting__met_437769.png,0.2985,0.6704,0.6015,1.7726,1.5167
no_structure_guidance,1582__western_painting__met_437967.png,0.4329,0.6814,0.4542,1.7599,1.5601
no_structure_guidance,1582__western_painting__met_439405.png,0.49,0.5854,0.6376,1.7088,1.5792
no_structure_guidance,1582__western_painting__met_649693.png,0.4515,0.662,0.3912,2.0111,2.1206
no_structure_guidance,1582__western_painting__met_739494.png,0.5176,0.6383,0.5018,1.7096,1.7203
no_structure_guidance,1582__western_painting__met_787672.png,0.4401,0.637,0.4022,1.9796,1.4243
no_structure_guidance,1582__western_painting__met_788182.png,0.4968,0.6467,0.4531,1.7451,1.2877
no_structure_guidance,1600__chinese_landscape__130942.png,0.586,0.3091,0.6982,1.1565,1.0455
no_structure_guidance,1600__chinese_landscape__132834.png,0.514,0.3871,0.6099,1.4912,0.9411
no_structure_guidance,1600__chinese_landscape__132836.png,0.5178,0.3909,0.6043,1.4912,1.0415
no_structure_guidance,1600__chinese_landscape__132840.png,0.4849,0.3941,0.5937,1.5508,0.9724
no_structure_guidance,1600__chinese_landscape__132930.png,0.4897,0.3748,0.611,1.3083,0.8451
no_structure_guidance,1600__chinese_landscape__137205.png,0.519,0.4813,0.5556,1.8238,1.2634
no_structure_guidance,1600__chinese_landscape__142574.png,0.5072,0.3782,0.6128,1.2544,0.9528
no_structure_guidance,1600__chinese_landscape__142578.png,0.5441,0.403,0.5955,1.3763,1.0731
no_structure_guidance,1600__chinese_landscape__144829.png,0.545,0.3874,0.6295,1.2878,0.9776
no_structure_guidance,1600__chinese_landscape__148342.png,0.542,0.4049,0.5559,1.4365,1.0538
no_structure_guidance,1600__mural__img_1082crop_1_0.png,0.5799,0.4724,0.4857,1.7892,3.4114
no_structure_guidance,1600__mural__img_1224crop_0_0.png,0.4654,0.546,0.3794,2.0089,6.2164
no_structure_guidance,1600__mural__img_1224crop_1_1.png,0.4139,0.5484,0.337,2.1269,7.5114
no_structure_guidance,1600__mural__img_16crop_0_0.png,0.5444,0.449,0.4531,1.6628,1.6392
no_structure_guidance,1600__mural__img_276crop_1_0.png,0.456,0.5358,0.3897,1.9308,1.8898
no_structure_guidance,1600__mural__img_326crop_1_1.png,0.5554,0.4968,0.4873,1.7422,1.5204
no_structure_guidance,1600__mural__img_327crop_0_1.png,0.58,0.4765,0.5208,1.7927,2.7262
no_structure_guidance,1600__mural__img_536crop_1_0.png,0.6237,0.4662,0.5593,1.5968,2.2437
no_structure_guidance,1600__mural__img_593crop_0_0.png,0.6031,0.4421,0.5114,1.6541,1.5508
no_structure_guidance,1600__mural__img_739crop_1_1.png,0.6562,0.3986,0.5925,1.5725,2.3131
no_structure_guidance,1600__western_painting__met_359775.png,0.5935,0.3991,0.6658,1.515,1.4811
no_structure_guidance,1600__western_painting__met_383787.png,0.502,0.4318,0.6135,1.676,1.0472
no_structure_guidance,1600__western_painting__met_406721.png,0.5327,0.4488,0.5694,1.3901,1.0146
no_structure_guidance,1600__western_painting__met_437769.png,0.5884,0.3431,0.7109,1.2354,1.3705
no_structure_guidance,1600__western_painting__met_437967.png,0.679,0.3368,0.6461,1.2891,1.4413
no_structure_guidance,1600__western_painting__met_439405.png,0.7006,0.269,0.747,1.1188,1.5393
no_structure_guidance,1600__western_painting__met_649693.png,0.5412,0.4108,0.5615,1.9202,1.5523
no_structure_guidance,1600__western_painting__met_739494.png,0.5664,0.3667,0.6603,1.4486,1.9275
no_structure_guidance,1600__western_painting__met_787672.png,0.5197,0.4162,0.5582,1.7642,1.1969
no_structure_guidance,1600__western_painting__met_788182.png,0.5216,0.4025,0.5982,1.5704,1.1237
no_structure_guidance,163__chinese_landscape__130942.png,0.7827,0.391,0.7026,1.2295,1.1132
no_structure_guidance,163__chinese_landscape__132834.png,0.7725,0.4677,0.6711,1.4958,0.8803
no_structure_guidance,163__chinese_landscape__132836.png,0.7587,0.4777,0.6544,1.545,0.8271
no_structure_guidance,163__chinese_landscape__132840.png,0.8203,0.3943,0.7816,1.3403,0.892
no_structure_guidance,163__chinese_landscape__132930.png,0.7989,0.4549,0.7226,1.2624,0.7779
no_structure_guidance,163__chinese_landscape__137205.png,0.667,0.5325,0.5257,1.7761,1.1981
no_structure_guidance,163__chinese_landscape__142574.png,0.7891,0.4609,0.6884,1.2589,0.863
no_structure_guidance,163__chinese_landscape__142578.png,0.7158,0.4917,0.5601,1.4813,1.0678
no_structure_guidance,163__chinese_landscape__144829.png,0.7428,0.475,0.6296,1.4022,1.0064
no_structure_guidance,163__chinese_landscape__148342.png,0.6848,0.5032,0.5052,1.4995,1.2086
no_structure_guidance,163__mural__img_1082crop_1_0.png,0.3893,0.5805,0.3006,1.8811,2.4348
no_structure_guidance,163__mural__img_1224crop_0_0.png,0.2323,0.6254,0.2085,2.1559,4.6922
no_structure_guidance,163__mural__img_1224crop_1_1.png,0.2707,0.634,0.1923,2.1931,5.9107
no_structure_guidance,163__mural__img_16crop_0_0.png,0.4742,0.5468,0.3266,1.6796,1.4709
no_structure_guidance,163__mural__img_276crop_1_0.png,0.3954,0.7118,0.2575,2.0615,1.8494
no_structure_guidance,163__mural__img_326crop_1_1.png,0.5502,0.6026,0.3435,1.8553,1.3482
no_structure_guidance,163__mural__img_327crop_0_1.png,0.5252,0.58,0.355,1.9044,2.0806
no_structure_guidance,163__mural__img_536crop_1_0.png,0.4839,0.5361,0.3428,1.815,1.5877
no_structure_guidance,163__mural__img_593crop_0_0.png,0.4474,0.5156,0.3015,1.8299,1.5
no_structure_guidance,163__mural__img_739crop_1_1.png,0.3211,0.5154,0.3576,1.7792,2.2388
no_structure_guidance,163__western_painting__met_359775.png,0.6894,0.4555,0.5242,1.5833,1.3501
no_structure_guidance,163__western_painting__met_383787.png,0.7975,0.4297,0.7101,1.4406,0.8852
no_structure_guidance,163__western_painting__met_406721.png,0.7014,0.517,0.5138,1.4397,0.9525
no_structure_guidance,163__western_painting__met_437769.png,0.3246,0.4322,0.5729,1.5439,1.3329
no_structure_guidance,163__western_painting__met_437967.png,0.5007,0.4997,0.4327,1.51,1.4514
no_structure_guidance,163__western_painting__met_439405.png,0.5534,0.5349,0.6048,1.6547,1.6885
no_structure_guidance,163__western_painting__met_649693.png,0.6161,0.5238,0.4471,1.8662,1.4952
no_structure_guidance,163__western_painting__met_739494.png,0.7185,0.4377,0.5684,1.5098,1.6076
no_structure_guidance,163__western_painting__met_787672.png,0.6111,0.4847,0.4465,1.7984,1.1399
no_structure_guidance,163__western_painting__met_788182.png,0.7176,0.4489,0.5482,1.5021,1.0702
no_structure_guidance,1670__chinese_landscape__130942.png,0.7362,0.5194,0.5119,1.8274,0.9403
no_structure_guidance,1670__chinese_landscape__132834.png,0.6781,0.5872,0.4644,2.0873,0.9209
no_structure_guidance,1670__chinese_landscape__132836.png,0.6769,0.5832,0.4618,2.068,0.8985
no_structure_guidance,1670__chinese_landscape__132840.png,0.7433,0.5421,0.5978,2.0328,0.8574
no_structure_guidance,1670__chinese_landscape__132930.png,0.794,0.5424,0.6008,1.801,0.7574
no_structure_guidance,1670__chinese_landscape__137205.png,0.5741,0.6437,0.3497,2.3405,1.148
no_structure_guidance,1670__chinese_landscape__142574.png,0.7864,0.5573,0.5719,1.7121,0.8555
no_structure_guidance,1670__chinese_landscape__142578.png,0.6747,0.5811,0.4023,1.8929,1.0699
no_structure_guidance,1670__chinese_landscape__144829.png,0.7088,0.5785,0.4596,1.7825,1.0959
no_structure_guidance,1670__chinese_landscape__148342.png,0.6574,0.565,0.3735,1.8215,1.0242
no_structure_guidance,1670__mural__img_1082crop_1_0.png,0.3147,0.6733,0.2138,2.5344,3.1938
no_structure_guidance,1670__mural__img_1224crop_0_0.png,0.19,0.6903,0.1583,2.584,5.6995
no_structure_guidance,1670__mural__img_1224crop_1_1.png,0.2266,0.6831,0.1355,2.5407,6.7383
no_structure_guidance,1670__mural__img_16crop_0_0.png,0.4388,0.6353,0.2578,2.0625,1.7008
no_structure_guidance,1670__mural__img_276crop_1_0.png,0.3702,0.684,0.2036,2.0589,1.6693
no_structure_guidance,1670__mural__img_326crop_1_1.png,0.5042,0.6645,0.2935,2.1113,1.3325
no_structure_guidance,1670__mural__img_327crop_0_1.png,0.4446,0.6688,0.2592,2.4042,2.5159
no_structure_guidance,1670__mural__img_536crop_1_0.png,0.414,0.6474,0.272,2.2997,1.8372
no_structure_guidance,1670__mural__img_593crop_0_0.png,0.3787,0.6272,0.2173,2.3694,1.618
no_structure_guidance,1670__mural__img_739crop_1_1.png,0.2579,0.6229,0.2675,2.4395,2.0576
no_structure_guidance,1670__western_painting__met_359775.png,0.6256,0.5838,0.4133,2.1914,1.497
no_structure_guidance,1670__western_painting__met_383787.png,0.7256,0.5912,0.5364,2.2802,1.1028
no_structure_guidance,1670__western_painting__met_406721.png,0.6207,0.6327,0.3513,1.9602,1.1886
no_structure_guidance,1670__western_painting__met_437769.png,0.3171,0.5613,0.4964,1.9742,1.4435
no_structure_guidance,1670__western_painting__met_437967.png,0.4724,0.5701,0.3443,1.8669,1.3965
no_structure_guidance,1670__western_painting__met_439405.png,0.584,0.5287,0.5667,1.6548,1.43
no_structure_guidance,1670__western_painting__met_649693.png,0.5711,0.6221,0.3602,2.5262,1.7981
no_structure_guidance,1670__western_painting__met_739494.png,0.6697,0.5514,0.4405,2.1518,2.0986
