method,output,ssim,lpips,e_ssim,l_c,l_s
saliency_routed_scalar_alpha,7754__western_painting__met_739494.png,0.5971,0.5612,0.5819,1.6017,1.6613
saliency_routed_scalar_alpha,7754__western_painting__met_787672.png,0.4656,0.6218,0.4233,1.9075,1.7148
saliency_routed_scalar_alpha,7754__western_painting__met_788182.png,0.5721,0.5554,0.5388,1.5367,1.3072
saliency_routed_scalar_alpha,7759__chinese_landscape__130942.png,0.7342,0.469,0.5919,1.5185,0.7646
saliency_routed_scalar_alpha,7759__chinese_landscape__132834.png,0.635,0.5347,0.5137,1.6912,0.8796
saliency_routed_scalar_alpha,7759__chinese_landscape__132836.png,0.6365,0.5382,0.5105,1.6742,0.7871
saliency_routed_scalar_alpha,7759__chinese_landscape__132840.png,0.6851,0.4992,0.5973,1.6148,0.7358
saliency_routed_scalar_alpha,7759__chinese_landscape__132930.png,0.7257,0.4786,0.6126,1.3082,0.687
saliency_routed_scalar_alpha,7759__chinese_landscape__137205.png,0.5528,0.5957,0.4083,1.9224,0.9125
saliency_routed_scalar_alpha,7759__chinese_landscape__142574.png,0.7161,0.5064,0.5557,1.3801,0.7216
saliency_routed_scalar_alpha,7759__chinese_landscape__142578.png,0.6459,0.5268,0.4378,1.5041,0.8623
saliency_routed_scalar_alpha,7759__chinese_landscape__144829.png,0.6649,0.5234,0.4914,1.4513,0.7547
saliency_routed_scalar_alpha,7759__chinese_landscape__148342.png,0.6448,0.5229,0.4097,1.4903,0.7969
saliency_routed_scalar_alpha,7759__mural__img_1082crop_1_0.png,0.4179,0.5803,0.3295,2.031,3.3741
saliency_routed_scalar_alpha,7759__mural__img_1224crop_0_0.png,0.2537,0.6356,0.2229,2.2882,5.1228
saliency_routed_scalar_alpha,7759__mural__img_1224crop_1_1.png,0.2544,0.6653,0.1849,2.3513,6.5367
saliency_routed_scalar_alpha,7759__mural__img_16crop_0_0.png,0.5178,0.534,0.2835,1.8322,1.0393
saliency_routed_scalar_alpha,7759__mural__img_276crop_1_0.png,0.3458,0.6982,0.2252,2.2013,1.3237
saliency_routed_scalar_alpha,7759__mural__img_326crop_1_1.png,0.5565,0.5904,0.3078,1.8977,1.2274
saliency_routed_scalar_alpha,7759__mural__img_327crop_0_1.png,0.4984,0.5994,0.3283,2.0954,2.4006
saliency_routed_scalar_alpha,7759__mural__img_536crop_1_0.png,0.526,0.5343,0.3505,1.9164,2.2024
saliency_routed_scalar_alpha,7759__mural__img_593crop_0_0.png,0.487,0.5273,0.3285,1.9205,1.408
saliency_routed_scalar_alpha,7759__mural__img_739crop_1_1.png,0.3895,0.5375,0.3685,1.927,1.7556
saliency_routed_scalar_alpha,7759__western_painting__met_359775.png,0.674,0.5075,0.5348,1.6408,1.1452
saliency_routed_scalar_alpha,7759__western_painting__met_383787.png,0.6859,0.5314,0.6024,1.7763,0.852
saliency_routed_scalar_alpha,7759__western_painting__met_406721.png,0.6194,0.5383,0.4395,1.4837,0.9219
saliency_routed_scalar_alpha,7759__western_painting__met_437769.png,0.4584,0.3817,0.5821,1.2781,0.9944
saliency_routed_scalar_alpha,7759__western_painting__met_437967.png,0.6178,0.4882,0.4342,1.5266,0.9668
saliency_routed_scalar_alpha,7759__western_painting__met_439405.png,0.7212,0.426,0.6972,1.3153,1.0729
saliency_routed_scalar_alpha,7759__western_painting__met_649693.png,0.5887,0.5678,0.5254,2.1114,1.5235
saliency_routed_scalar_alpha,7759__western_painting__met_739494.png,0.7053,0.4462,0.6063,1.4041,1.3906
saliency_routed_scalar_alpha,7759__western_painting__met_787672.png,0.5276,0.5538,0.4084,1.9857,1.4007
saliency_routed_scalar_alpha,7759__western_painting__met_788182.png,0.6474,0.5077,0.5148,1.6222,1.0297
saliency_routed_scalar_alpha,7790__chinese_landscape__130942.png,0.719,0.5069,0.6291,1.562,0.8896
saliency_routed_scalar_alpha,7790__chinese_landscape__132834.png,0.7151,0.4982,0.5639,1.6844,1.0223
saliency_routed_scalar_alpha,7790__chinese_landscape__132836.png,0.7142,0.5064,0.5514,1.7345,0.8954
saliency_routed_scalar_alpha,7790__chinese_landscape__132840.png,0.7314,0.4922,0.6224,1.5999,0.8005
saliency_routed_scalar_alpha,7790__chinese_landscape__132930.png,0.7103,0.4795,0.5623,1.5341,0.8548
saliency_routed_scalar_alpha,7790__chinese_landscape__137205.png,0.6491,0.5843,0.4654,1.8958,1.329
saliency_routed_scalar_alpha,7790__chinese_landscape__142574.png,0.6969,0.5107,0.5332,1.6596,0.7813
saliency_routed_scalar_alpha,7790__chinese_landscape__142578.png,0.6763,0.5477,0.482,1.7109,1.1473
saliency_routed_scalar_alpha,7790__chinese_landscape__144829.png,0.6995,0.5407,0.5263,1.5876,1.0682
saliency_routed_scalar_alpha,7790__chinese_landscape__148342.png,0.6455,0.556,0.4414,1.8523,1.1667
saliency_routed_scalar_alpha,7790__mural__img_1082crop_1_0.png,0.4356,0.5978,0.3508,2.1272,3.5639
saliency_routed_scalar_alpha,7790__mural__img_1224crop_0_0.png,0.2748,0.7333,0.2316,2.5662,5.5406
saliency_routed_scalar_alpha,7790__mural__img_1224crop_1_1.png,0.3065,0.7228,0.2251,2.6182,6.7251
saliency_routed_scalar_alpha,7790__mural__img_16crop_0_0.png,0.4686,0.645,0.3091,2.154,1.7362
saliency_routed_scalar_alpha,7790__mural__img_276crop_1_0.png,0.4589,0.5755,0.288,2.4032,2.4218
saliency_routed_scalar_alpha,7790__mural__img_326crop_1_1.png,0.5419,0.6461,0.3397,2.2743,1.7927
saliency_routed_scalar_alpha,7790__mural__img_327crop_0_1.png,0.535,0.6381,0.3688,2.3016,2.8589
saliency_routed_scalar_alpha,7790__mural__img_536crop_1_0.png,0.5135,0.6591,0.3882,2.1894,2.6721
saliency_routed_scalar_alpha,7790__mural__img_593crop_0_0.png,0.4793,0.6541,0.3731,2.1371,2.2613
saliency_routed_scalar_alpha,7790__mural__img_739crop_1_1.png,0.3571,0.641,0.364,2.1966,2.4492
saliency_routed_scalar_alpha,7790__western_painting__met_359775.png,0.6556,0.5924,0.4894,1.8376,1.5663
saliency_routed_scalar_alpha,7790__western_painting__met_383787.png,0.7318,0.5177,0.636,1.4936,1.224
saliency_routed_scalar_alpha,7790__western_painting__met_406721.png,0.6752,0.566,0.4658,1.7166,1.1502
saliency_routed_scalar_alpha,7790__western_painting__met_437769.png,0.3328,0.6042,0.4675,1.8552,1.4261
saliency_routed_scalar_alpha,7790__western_painting__met_437967.png,0.4866,0.6182,0.4122,1.9469,1.1731
saliency_routed_scalar_alpha,7790__western_painting__met_439405.png,0.5402,0.5016,0.5248,1.9232,1.6218
saliency_routed_scalar_alpha,7790__western_painting__met_649693.png,0.6404,0.4858,0.5373,1.9066,2.0839
saliency_routed_scalar_alpha,7790__western_painting__met_739494.png,0.693,0.501,0.543,1.5706,1.3654
saliency_routed_scalar_alpha,7790__western_painting__met_787672.png,0.6162,0.5488,0.4416,1.9125,1.342
saliency_routed_scalar_alpha,7790__western_painting__met_788182.png,0.6956,0.5078,0.527,1.6569,1.319
saliency_routed_scalar_alpha,7835__chinese_landscape__130942.png,0.6899,0.5084,0.575,1.8002,0.6911
saliency_routed_scalar_alpha,7835__chinese_landscape__132834.png,0.644,0.5469,0.5624,1.8827,0.8855
saliency_routed_scalar_alpha,7835__chinese_landscape__132836.png,0.6422,0.537,0.5584,1.8002,0.7044
saliency_routed_scalar_alpha,7835__chinese_landscape__132840.png,0.6931,0.5172,0.6443,1.7389,0.5367
saliency_routed_scalar_alpha,7835__chinese_landscape__132930.png,0.7964,0.4219,0.7681,1.1963,0.5408
saliency_routed_scalar_alpha,7835__chinese_landscape__137205.png,0.583,0.6078,0.4719,1.9391,0.7358
saliency_routed_scalar_alpha,7835__chinese_landscape__142574.png,0.7802,0.46,0.7006,1.3238,0.5696
saliency_routed_scalar_alpha,7835__chinese_landscape__142578.png,0.6845,0.5075,0.5159,1.574,0.6248
saliency_routed_scalar_alpha,7835__chinese_landscape__144829.png,0.6613,0.5633,0.5137,1.7311,0.7342
saliency_routed_scalar_alpha,7835__chinese_landscape__148342.png,0.6814,0.5078,0.4552,1.5548,0.6337
saliency_routed_scalar_alpha,7835__mural__img_1082crop_1_0.png,0.3815,0.6333,0.3049,2.337,2.9909
saliency_routed_scalar_alpha,7835__mural__img_1224crop_0_0.png,0.2383,0.7133,0.203,2.5143,4.6504
saliency_routed_scalar_alpha,7835__mural__img_1224crop_1_1.png,0.2377,0.7192,0.1748,2.6488,5.7187
saliency_routed_scalar_alpha,7835__mural__img_16crop_0_0.png,0.4976,0.5651,0.2818,1.8691,1.0178
saliency_routed_scalar_alpha,7835__mural__img_276crop_1_0.png,0.3236,0.6067,0.181,2.2058,1.4295
saliency_routed_scalar_alpha,7835__mural__img_326crop_1_1.png,0.534,0.64,0.3661,2.124,1.1909
saliency_routed_scalar_alpha,7835__mural__img_327crop_0_1.png,0.4804,0.645,0.3602,2.3645,2.0993
saliency_routed_scalar_alpha,7835__mural__img_536crop_1_0.png,0.4492,0.6561,0.3417,2.4004,2.1424
saliency_routed_scalar_alpha,7835__mural__img_593crop_0_0.png,0.4438,0.5994,0.3245,2.2218,1.48
saliency_routed_scalar_alpha,7835__mural__img_739crop_1_1.png,0.3706,0.5839,0.3797,2.18,1.4696
saliency_routed_scalar_alpha,7835__western_painting__met_359775.png,0.6738,0.5299,0.5814,1.7152,1.1564
saliency_routed_scalar_alpha,7835__western_painting__met_383787.png,0.6917,0.5432,0.6513,1.7701,0.9439
saliency_routed_scalar_alpha,7835__western_painting__met_406721.png,0.5778,0.605,0.4324,1.8145,0.7312
saliency_routed_scalar_alpha,7835__western_painting__met_437769.png,0.4812,0.5246,0.7214,1.609,0.8952
saliency_routed_scalar_alpha,7835__western_painting__met_437967.png,0.6217,0.494,0.4645,1.6447,0.9064
saliency_routed_scalar_alpha,7835__western_painting__met_439405.png,0.7181,0.4044,0.7463,1.7552,1.1899
saliency_routed_scalar_alpha,7835__western_painting__met_649693.png,0.5873,0.5517,0.5329,2.1785,2.4
saliency_routed_scalar_alpha,7835__western_painting__met_739494.png,0.7207,0.4495,0.6374,1.5384,1.2851
saliency_routed_scalar_alpha,7835__western_painting__met_787672.png,0.5227,0.5794,0.4461,2.1919,1.86
saliency_routed_scalar_alpha,7835__western_painting__met_788182.png,0.6472,0.5086,0.5548,1.7687,1.0228
saliency_routed_scalar_alpha,7935__chinese_landscape__130942.png,0.5738,0.3695,0.693,1.2093,0.9411
saliency_routed_scalar_alpha,7935__chinese_landscape__132834.png,0.4841,0.4185,0.5879,1.4812,1.3121
saliency_routed_scalar_alpha,7935__chinese_landscape__132836.png,0.4906,0.4156,0.5868,1.4148,0.9648
saliency_routed_scalar_alpha,7935__chinese_landscape__132840.png,0.4703,0.427,0.5954,1.443,0.9111
saliency_routed_scalar_alpha,7935__chinese_landscape__132930.png,0.4893,0.3826,0.6546,1.1606,0.8274
saliency_routed_scalar_alpha,7935__chinese_landscape__137205.png,0.4751,0.455,0.511,1.5924,1.2436
saliency_routed_scalar_alpha,7935__chinese_landscape__142574.png,0.4989,0.3953,0.6321,1.2552,0.7037
saliency_routed_scalar_alpha,7935__chinese_landscape__142578.png,0.5214,0.4199,0.5786,1.3349,1.067
saliency_routed_scalar_alpha,7935__chinese_landscape__144829.png,0.5191,0.3948,0.6107,1.2763,1.1762
saliency_routed_scalar_alpha,7935__chinese_landscape__148342.png,0.5155,0.4428,0.5216,1.4232,0.9499
saliency_routed_scalar_alpha,7935__mural__img_1082crop_1_0.png,0.4948,0.505,0.4016,1.8289,2.3112
saliency_routed_scalar_alpha,7935__mural__img_1224crop_0_0.png,0.3497,0.6133,0.2601,2.1651,3.7322
saliency_routed_scalar_alpha,7935__mural__img_1224crop_1_1.png,0.2974,0.6194,0.2312,2.1858,4.4549
saliency_routed_scalar_alpha,7935__mural__img_16crop_0_0.png,0.4888,0.5463,0.3401,1.8795,1.3374
saliency_routed_scalar_alpha,7935__mural__img_276crop_1_0.png,0.3295,0.6233,0.2747,2.0588,1.5615
saliency_routed_scalar_alpha,7935__mural__img_326crop_1_1.png,0.4938,0.4872,0.3928,1.8501,1.0165
saliency_routed_scalar_alpha,7935__mural__img_327crop_0_1.png,0.5058,0.4911,0.4439,1.8312,1.5789
saliency_routed_scalar_alpha,7935__mural__img_536crop_1_0.png,0.5473,0.4828,0.4818,1.7507,1.2753
saliency_routed_scalar_alpha,7935__mural__img_593crop_0_0.png,0.5298,0.5201,0.4135,1.7489,1.5386
saliency_routed_scalar_alpha,7935__mural__img_739crop_1_1.png,0.6102,0.5146,0.5118,1.7263,1.6078
saliency_routed_scalar_alpha,7935__western_painting__met_359775.png,0.5466,0.4374,0.6068,1.501,1.3659
saliency_routed_scalar_alpha,7935__western_painting__met_383787.png,0.4775,0.4387,0.6057,1.6309,1.1242
saliency_routed_scalar_alpha,7935__western_painting__met_406721.png,0.4798,0.4164,0.5315,1.4512,1.0834
saliency_routed_scalar_alpha,7935__western_painting__met_437769.png,0.648,0.4176,0.731,1.1666,1.2422
saliency_routed_scalar_alpha,7935__western_painting__met_437967.png,0.6783,0.4554,0.5828,1.3709,1.1315
saliency_routed_scalar_alpha,7935__western_painting__met_439405.png,0.7025,0.399,0.7575,1.3319,1.4901
saliency_routed_scalar_alpha,7935__western_painting__met_649693.png,0.4704,0.459,0.5168,1.8952,2.1386
saliency_routed_scalar_alpha,7935__western_painting__met_739494.png,0.5281,0.4223,0.6518,1.4405,1.6726
saliency_routed_scalar_alpha,7935__western_painting__met_787672.png,0.4529,0.4783,0.4922,1.7446,1.9502
saliency_routed_scalar_alpha,7935__western_painting__met_788182.png,0.4832,0.445,0.575,1.5169,1.3555
saliency_routed_scalar_alpha,8125__chinese_landscape__130942.png,0.7042,0.5472,0.5963,1.4672,0.9189
saliency_routed_scalar_alpha,8125__chinese_landscape__132834.png,0.6951,0.5651,0.5708,1.4188,1.1569
saliency_routed_scalar_alpha,8125__chinese_landscape__132836.png,0.6918,0.558,0.5733,1.3869,0.8947
saliency_routed_scalar_alpha,8125__chinese_landscape__132840.png,0.7478,0.5399,0.6651,1.2833,0.7373
saliency_routed_scalar_alpha,8125__chinese_landscape__132930.png,0.7774,0.5502,0.6531,1.2789,0.742
saliency_routed_scalar_alpha,8125__chinese_landscape__137205.png,0.5862,0.6341,0.4355,1.6938,0.8777
saliency_routed_scalar_alpha,8125__chinese_landscape__142574.png,0.7415,0.5916,0.5823,1.4009,0.6933
saliency_routed_scalar_alpha,8125__chinese_landscape__142578.png,0.6498,0.5929,0.4477,1.4771,0.9604
saliency_routed_scalar_alpha,8125__chinese_landscape__144829.png,0.6762,0.6063,0.5067,1.3871,1.0592
saliency_routed_scalar_alpha,8125__chinese_landscape__148342.png,0.6187,0.5996,0.3954,1.6045,0.8553
saliency_routed_scalar_alpha,8125__mural__img_1082crop_1_0.png,0.3386,0.6666,0.246,2.1927,2.9895
saliency_routed_scalar_alpha,8125__mural__img_1224crop_0_0.png,0.1996,0.747,0.153,2.5014,4.5559
saliency_routed_scalar_alpha,8125__mural__img_1224crop_1_1.png,0.2149,0.7444,0.1425,2.5616,5.7962
saliency_routed_scalar_alpha,8125__mural__img_16crop_0_0.png,0.4169,0.6535,0.2447,1.9853,1.3371
saliency_routed_scalar_alpha,8125__mural__img_276crop_1_0.png,0.3305,0.6496,0.2032,2.2035,1.5694
saliency_routed_scalar_alpha,8125__mural__img_326crop_1_1.png,0.4726,0.7103,0.2694,2.1455,1.2513
saliency_routed_scalar_alpha,8125__mural__img_327crop_0_1.png,0.435,0.6873,0.2794,2.2637,2.1819
saliency_routed_scalar_alpha,8125__mural__img_536crop_1_0.png,0.4173,0.6917,0.2735,2.2479,2.0337
saliency_routed_scalar_alpha,8125__mural__img_593crop_0_0.png,0.393,0.6383,0.2543,2.1094,1.6923
saliency_routed_scalar_alpha,8125__mural__img_739crop_1_1.png,0.3015,0.6243,0.2873,2.2447,1.6865
saliency_routed_scalar_alpha,8125__western_painting__met_359775.png,0.6141,0.6126,0.4627,1.7309,1.347
saliency_routed_scalar_alpha,8125__western_painting__met_383787.png,0.7354,0.5874,0.6432,1.4535,1.1467
saliency_routed_scalar_alpha,8125__western_painting__met_406721.png,0.5901,0.6657,0.408,1.6768,0.9277
saliency_routed_scalar_alpha,8125__western_painting__met_437769.png,0.3506,0.6053,0.5152,1.7832,1.3213
saliency_routed_scalar_alpha,8125__western_painting__met_437967.png,0.4812,0.613,0.36,1.8521,1.0967
saliency_routed_scalar_alpha,8125__western_painting__met_439405.png,0.5787,0.5144,0.6051,1.7797,1.5972
saliency_routed_scalar_alpha,8125__western_painting__met_649693.png,0.5816,0.5859,0.5058,1.878,2.2391
saliency_routed_scalar_alpha,8125__western_painting__met_739494.png,0.6496,0.5609,0.4964,1.7502,1.5126
saliency_routed_scalar_alpha,8125__western_painting__met_787672.png,0.5432,0.5804,0.4064,1.8556,1.812
saliency_routed_scalar_alpha,8125__western_painting__met_788182.png,0.6568,0.5639,0.5019,1.5854,1.3544
saliency_routed_scalar_alpha,817__chinese_landscape__130942.png,0.5281,0.5754,0.4825,1.6273,0.9323
saliency_routed_scalar_alpha,817__chinese_landscape__132834.png,0.4393,0.6361,0.4067,1.7787,1.2507
saliency_routed_scalar_alpha,817__chinese_landscape__132836.png,0.4358,0.6358,0.3955,1.749,0.9266
saliency_routed_scalar_alpha,817__chinese_landscape__132840.png,0.4684,0.6117,0.4946,1.742,0.8377
saliency_routed_scalar_alpha,817__chinese_landscape__132930.png,0.5201,0.5933,0.555,1.5501,0.819
saliency_routed_scalar_alpha,817__chinese_landscape__137205.png,0.3937,0.6863,0.3306,1.9492,1.0764
saliency_routed_scalar_alpha,817__chinese_landscape__142574.png,0.5235,0.6194,0.5009,1.5522,0.7328
saliency_routed_scalar_alpha,817__chinese_landscape__142578.png,0.4721,0.6353,0.371,1.6941,1.0216
saliency_routed_scalar_alpha,817__chinese_landscape__144829.png,0.4794,0.652,0.405,1.6107,1.136
saliency_routed_scalar_alpha,817__chinese_landscape__148342.png,0.4711,0.6259,0.3417,1.7221,0.9639
saliency_routed_scalar_alpha,817__mural__img_1082crop_1_0.png,0.3711,0.7017,0.2964,2.2291,2.9512
saliency_routed_scalar_alpha,817__mural__img_1224crop_0_0.png,0.2457,0.7589,0.2012,2.4852,4.9507
saliency_routed_scalar_alpha,817__mural__img_1224crop_1_1.png,0.2298,0.7692,0.1848,2.5615,5.9955
saliency_routed_scalar_alpha,817__mural__img_16crop_0_0.png,0.4279,0.6758,0.2457,2.1183,1.231
saliency_routed_scalar_alpha,817__mural__img_276crop_1_0.png,0.3053,0.706,0.2155,2.2034,1.4535
saliency_routed_scalar_alpha,817__mural__img_326crop_1_1.png,0.4158,0.7426,0.2704,2.1782,1.1646
saliency_routed_scalar_alpha,817__mural__img_327crop_0_1.png,0.3969,0.7217,0.2987,2.2958,2.2174
saliency_routed_scalar_alpha,817__mural__img_536crop_1_0.png,0.4241,0.6972,0.323,2.1819,1.8764
saliency_routed_scalar_alpha,817__mural__img_593crop_0_0.png,0.4133,0.6504,0.2976,2.1117,1.5795
saliency_routed_scalar_alpha,817__mural__img_739crop_1_1.png,0.4829,0.5787,0.383,2.0826,1.6589
saliency_routed_scalar_alpha,817__western_painting__met_359775.png,0.4627,0.6157,0.408,1.8466,1.453
saliency_routed_scalar_alpha,817__western_painting__met_383787.png,0.4734,0.6476,0.4855,1.8869,1.2312
saliency_routed_scalar_alpha,817__western_painting__met_406721.png,0.4243,0.698,0.3576,1.7289,1.012
saliency_routed_scalar_alpha,817__western_painting__met_437769.png,0.5922,0.5228,0.6412,1.5204,1.3885
saliency_routed_scalar_alpha,817__western_painting__met_437967.png,0.5856,0.5518,0.4177,1.7505,1.1552
saliency_routed_scalar_alpha,817__western_painting__met_439405.png,0.7112,0.4776,0.6723,1.6511,1.4692
saliency_routed_scalar_alpha,817__western_painting__met_649693.png,0.3828,0.6575,0.3581,2.2135,2.3428
saliency_routed_scalar_alpha,817__western_painting__met_739494.png,0.489,0.5553,0.4698,1.6871,1.5579
saliency_routed_scalar_alpha,817__western_painting__met_787672.png,0.3783,0.6176,0.3394,1.9583,1.8065
saliency_routed_scalar_alpha,817__western_painting__met_788182.png,0.4388,0.5991,0.3915,1.7882,1.2677
saliency_routed_scalar_alpha,8282__chinese_landscape__130942.png,0.6864,0.4554,0.5436,1.5392,0.6964
saliency_routed_scalar_alpha,8282__chinese_landscape__132834.png,0.6973,0.475,0.5402,1.5136,0.7253
saliency_routed_scalar_alpha,8282__chinese_landscape__132836.png,0.6865,0.4759,0.53,1.475,0.675
saliency_routed_scalar_alpha,8282__chinese_landscape__132840.png,0.7685,0.409,0.6288,1.3342,0.5506
saliency_routed_scalar_alpha,8282__chinese_landscape__132930.png,0.7813,0.4553,0.6081,1.279,0.5908
saliency_routed_scalar_alpha,8282__chinese_landscape__137205.png,0.5857,0.5018,0.4292,1.7519,0.8025
saliency_routed_scalar_alpha,8282__chinese_landscape__142574.png,0.7497,0.4777,0.5464,1.3932,0.6139
saliency_routed_scalar_alpha,8282__chinese_landscape__142578.png,0.6531,0.5003,0.4339,1.5427,0.8017
saliency_routed_scalar_alpha,8282__chinese_landscape__144829.png,0.679,0.4703,0.4847,1.4968,0.7388
saliency_routed_scalar_alpha,8282__chinese_landscape__148342.png,0.6392,0.5075,0.4029,1.5672,0.7702
saliency_routed_scalar_alpha,8282__mural__img_1082crop_1_0.png,0.3318,0.6152,0.278,2.1595,3.2947
saliency_routed_scalar_alpha,8282__mural__img_1224crop_0_0.png,0.1919,0.6745,0.175,2.5274,4.8712
saliency_routed_scalar_alpha,8282__mural__img_1224crop_1_1.png,0.2193,0.6896,0.1549,2.5735,6.1144
saliency_routed_scalar_alpha,8282__mural__img_16crop_0_0.png,0.4171,0.5909,0.2768,1.9579,1.1465
saliency_routed_scalar_alpha,8282__mural__img_276crop_1_0.png,0.3175,0.7407,0.2027,2.2207,1.4601
saliency_routed_scalar_alpha,8282__mural__img_326crop_1_1.png,0.4982,0.5753,0.3156,2.0859,1.1648
